workerid,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
31,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3EJJQNKU9R6YDWRXQDKQJH3XQDRRH4""",31,"""Submitted""","""Wed Oct 03 16:15:34 CEST 2018""","""Tue Oct 02 23:16:30 CEST 2018""","""Tue Oct 02 23:35:34 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""19.023083333333332"""
32,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3FQ5JJ512LP40O0D3R66NPEFHX7KNE""",32,"""Submitted""","""Wed Oct 03 16:15:44 CEST 2018""","""Tue Oct 02 23:18:50 CEST 2018""","""Tue Oct 02 23:35:44 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""16.4653"""
33,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3JC6VJ2SABKUYMLLN0XVZUBXL0CA5Y""",33,"""Submitted""","""Wed Oct 03 16:16:00 CEST 2018""","""Tue Oct 02 23:16:30 CEST 2018""","""Tue Oct 02 23:36:00 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""13.5759"""
34,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3VBEN272MK0WEFWZLW2DORWSXFXGSI""",34,"""Submitted""","""Wed Oct 03 16:16:37 CEST 2018""","""Tue Oct 02 23:16:23 CEST 2018""","""Tue Oct 02 23:36:37 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""18.13345"""
35,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3S3AMIZX3U6DVEXCMKB531PDYKVCDA""",35,"""Submitted""","""Wed Oct 03 16:16:41 CEST 2018""","""Tue Oct 02 23:16:27 CEST 2018""","""Tue Oct 02 23:36:41 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""15.122083333333334"""
36,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""338JKRMM2606EF5GO2Y4ORENQ93HAM""",36,"""Submitted""","""Wed Oct 03 16:16:58 CEST 2018""","""Tue Oct 02 23:16:29 CEST 2018""","""Tue Oct 02 23:36:58 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""17.804716666666668"""
37,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3R6P78PK7KCXTF9EAW73YWSEZYBGT7""",37,"""Submitted""","""Wed Oct 03 16:17:17 CEST 2018""","""Tue Oct 02 23:29:01 CEST 2018""","""Tue Oct 02 23:37:17 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""8.044083333333333"""
38,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3VHP9MDGRNLATYB8DQ6VR1SYAXBCFL""",38,"""Submitted""","""Wed Oct 03 16:17:49 CEST 2018""","""Tue Oct 02 23:16:27 CEST 2018""","""Tue Oct 02 23:37:49 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""21.2763"""
39,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3VP0C6EFSGXRJRUOPMX50RKXBCCM6A""",39,"""Submitted""","""Wed Oct 03 16:18:11 CEST 2018""","""Tue Oct 02 23:21:04 CEST 2018""","""Tue Oct 02 23:38:11 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""16.253866666666667"""
40,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3NS0A6KXC49TFRIDGOWLKKTVKUXGZN""",40,"""Submitted""","""Wed Oct 03 16:18:16 CEST 2018""","""Tue Oct 02 23:18:40 CEST 2018""","""Tue Oct 02 23:38:16 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""15.98985"""
41,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""37M28K1J0QE25L06C21P04U2317JAT""",41,"""Submitted""","""Wed Oct 03 16:18:17 CEST 2018""","""Tue Oct 02 23:16:25 CEST 2018""","""Tue Oct 02 23:38:17 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""19.9059"""
42,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3X65QVEQI0OWTQL4Z19TMEXI7TXCLQ""",42,"""Submitted""","""Wed Oct 03 16:18:18 CEST 2018""","""Tue Oct 02 23:16:30 CEST 2018""","""Tue Oct 02 23:38:18 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""18.000933333333332"""
43,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3SNVL38CI4TL9K3ME1XS7EK3ITSCKN""",43,"""Submitted""","""Wed Oct 03 16:18:20 CEST 2018""","""Tue Oct 02 23:16:29 CEST 2018""","""Tue Oct 02 23:38:20 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""21.8103"""
44,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""39GHHAVOMFSN3WKP31RYN182BRB4J3""",44,"""Submitted""","""Wed Oct 03 16:19:46 CEST 2018""","""Tue Oct 02 23:16:25 CEST 2018""","""Tue Oct 02 23:39:46 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""21.67695"""
45,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3EFVCAY5L3AOMX7RF4HB4DO7DD7J8P""",45,"""Submitted""","""Wed Oct 03 16:20:13 CEST 2018""","""Tue Oct 02 23:16:24 CEST 2018""","""Tue Oct 02 23:40:13 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""23.384966666666667"""
46,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3E337GFOL99ZY24UD0LRPXMMAGPGN6""",46,"""Submitted""","""Wed Oct 03 16:20:36 CEST 2018""","""Tue Oct 02 23:16:21 CEST 2018""","""Tue Oct 02 23:40:36 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""9.436533333333333"""
47,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""326O153BMIZSSCHQIBH0TPPGJW8ED5""",47,"""Submitted""","""Wed Oct 03 16:20:59 CEST 2018""","""Tue Oct 02 23:16:25 CEST 2018""","""Tue Oct 02 23:40:59 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""22.939083333333333"""
48,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3W8CV64QJ20S9WVBWWK4SW33KRLH97""",48,"""Submitted""","""Wed Oct 03 16:21:24 CEST 2018""","""Tue Oct 02 23:16:29 CEST 2018""","""Tue Oct 02 23:41:24 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""24.16325"""
49,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3A1COHJ8NJWSVRC1R4EQS08S0L3H8I""",49,"""Submitted""","""Wed Oct 03 16:21:27 CEST 2018""","""Tue Oct 02 23:16:29 CEST 2018""","""Tue Oct 02 23:41:27 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""7.3102"""
50,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3TVSS0C0E11TQ1ZEP1BLKZE2TM1TWJ""",50,"""Submitted""","""Wed Oct 03 16:21:28 CEST 2018""","""Tue Oct 02 23:16:30 CEST 2018""","""Tue Oct 02 23:41:28 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""14.589616666666666"""
51,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3N2BF7Y2VQV7GGE5L5O9XI9NKQSMHB""",51,"""Submitted""","""Wed Oct 03 16:21:52 CEST 2018""","""Tue Oct 02 23:29:42 CEST 2018""","""Tue Oct 02 23:41:52 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""10.975416666666666"""
52,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3XUHV3NRVKZ989TZT67NGGY1YV2H5G""",52,"""Submitted""","""Wed Oct 03 16:21:55 CEST 2018""","""Tue Oct 02 23:16:27 CEST 2018""","""Tue Oct 02 23:41:55 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""6.7716"""
53,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""320DUZ38G7N3FCD9Y2TZWQ551WKJG5""",53,"""Submitted""","""Wed Oct 03 16:22:05 CEST 2018""","""Tue Oct 02 23:16:28 CEST 2018""","""Tue Oct 02 23:42:05 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""15.280783333333334"""
54,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3VJ40NV2QIOLLSQCYFKB351GQK2OT2""",54,"""Submitted""","""Wed Oct 03 16:22:09 CEST 2018""","""Tue Oct 02 23:16:28 CEST 2018""","""Tue Oct 02 23:42:09 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""25.634766666666668"""
55,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3WJEQKOXA83VA4K2MDVJW4YG9K7A1G""",55,"""Submitted""","""Wed Oct 03 16:22:28 CEST 2018""","""Tue Oct 02 23:16:29 CEST 2018""","""Tue Oct 02 23:42:28 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""8.740016666666667"""
56,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3PIWWX1FJJ7D6E3A68E2T3XLTO1JJ9""",56,"""Submitted""","""Wed Oct 03 16:22:56 CEST 2018""","""Tue Oct 02 23:16:29 CEST 2018""","""Tue Oct 02 23:42:56 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""7.358116666666667"""
57,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3IHR8NYAM72JP7NNYEWIKXUEKQH4P3""",57,"""Submitted""","""Wed Oct 03 16:23:15 CEST 2018""","""Tue Oct 02 23:17:49 CEST 2018""","""Tue Oct 02 23:43:15 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""25.156666666666666"""
58,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""358UUM7WRZ41K7LLD4YES4E3CAVR72""",58,"""Submitted""","""Wed Oct 03 16:23:42 CEST 2018""","""Tue Oct 02 23:16:26 CEST 2018""","""Tue Oct 02 23:43:42 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""5.1025833333333335"""
59,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3L4D84MILZTHF88KI8BHHQH6GWXJH4""",59,"""Submitted""","""Wed Oct 03 16:24:08 CEST 2018""","""Tue Oct 02 23:16:29 CEST 2018""","""Tue Oct 02 23:44:08 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""14.92825"""
60,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""31N2WW6R9RRMGYFPKXVUYYO44KYF3Q""",60,"""Submitted""","""Wed Oct 03 16:24:14 CEST 2018""","""Tue Oct 02 23:16:30 CEST 2018""","""Tue Oct 02 23:44:14 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""22.220966666666666"""
61,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OLQQLKKNSQ5VYHIS73BWNKTOG5EJJ""",61,"""Submitted""","""Wed Oct 03 16:25:16 CEST 2018""","""Tue Oct 02 23:16:28 CEST 2018""","""Tue Oct 02 23:45:16 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""23.608"""
