workerid,A,B,percent,read_time_two,quant,read_time_one,decision_time,response
2,"""pirter""","""secent""",32,853,"""Fewer than half""",729,151,"""False"""
2,"""pluset""","""stubad""",30,1535,"""Many""",904,744,"""True"""
2,"""zetten""","""unfobs""",51,512,"""More than half""",813,120,"""True"""
2,"""pliper""","""sesare""",25,953,"""More than half""",801,682,"""False"""
2,"""shrile""","""athoid""",80,623,"""More than half""",727,121,"""True"""
2,"""raster""","""movell""",68,593,"""Fewer than half""",817,264,"""False"""
2,"""bameta""","""unzast""",92,744,"""Fewer than half""",556,695,"""False"""
2,"""cather""","""funder""",90,563,"""Many""",525,1322,"""True"""
2,"""bameta""","""unzast""",12,1392,"""Few""",535,1200,"""True"""
2,"""schook""","""jabant""",6,728,"""Most""",545,136,"""False"""
2,"""kustle""","""reshix""",80,359,"""Fewer than half""",598,3306,"""False"""
2,"""clidge""","""hensly""",32,1214,"""Few""",669,144,"""True"""
2,"""shurry""","""preser""",74,1227,"""Few""",728,175,"""False"""
2,"""ingell""","""nalill""",14,753,"""Many""",652,1862,"""False"""
2,"""puggle""","""entand""",20,711,"""Few""",676,687,"""True"""
2,"""russer""","""huttle""",13,1180,"""Fewer than half""",599,460,"""True"""
2,"""shurry""","""preser""",47,1945,"""Most""",723,2303,"""True"""
2,"""kustle""","""reshix""",49,720,"""More than half""",737,131,"""False"""
2,"""chadop""","""shaple""",10,831,"""Few""",585,438,"""True"""
2,"""cather""","""funder""",29,777,"""Few""",345,239,"""True"""
2,"""boddle""","""molill""",86,684,"""Fewer than half""",648,179,"""False"""
2,"""awplor""","""fasees""",35,2153,"""Few""",90,400,"""False"""
2,"""coamin""","""mucond""",91,2153,"""Most""",90,403,"""False"""
2,"""tecker""","""biller""",37,983,"""Few""",1164,193,"""False"""
2,"""shurry""","""preser""",60,856,"""Fewer than half""",816,192,"""False"""
2,"""shrile""","""athoid""",80,643,"""Most""",558,127,"""True"""
2,"""russer""","""huttle""",17,772,"""Few""",598,168,"""False"""
2,"""sporer""","""firtly""",65,2645,"""More than half""",713,122,"""True"""
2,"""boddle""","""molill""",20,697,"""More than half""",744,172,"""False"""
2,"""tiklet""","""hullaw""",3,876,"""More than half""",726,302,"""False"""
2,"""spunge""","""wenple""",3,529,"""More than half""",709,126,"""False"""
2,"""padnet""","""fanely""",11,1018,"""Most""",700,202,"""False"""
2,"""tiklet""","""hullaw""",82,704,"""Few""",704,472,"""False"""
2,"""pobbit""","""spippy""",8,943,"""Few""",644,120,"""True"""
2,"""isbant""","""unairs""",35,967,"""Most""",724,169,"""False"""
2,"""tecker""","""biller""",51,746,"""Many""",880,131,"""True"""
2,"""cather""","""funder""",51,776,"""Most""",727,177,"""True"""
2,"""dorder""","""coggon""",34,809,"""Fewer than half""",820,158,"""True"""
2,"""coppar""","""hunene""",93,778,"""Few""",676,421,"""False"""
2,"""birler""","""enciad""",89,1074,"""More than half""",696,145,"""True"""
2,"""pengyl""","""sedest""",2,1240,"""Many""",608,168,"""False"""
2,"""ingell""","""nalill""",40,1102,"""Most""",672,171,"""True"""
2,"""puggle""","""entand""",30,1251,"""Many""",648,180,"""True"""
2,"""clidge""","""hensly""",75,591,"""Most""",791,90,"""True"""
2,"""ingell""","""nalill""",66,980,"""Few""",700,136,"""False"""
2,"""shamer""","""bloifs""",40,909,"""Many""",577,122,"""True"""
2,"""werner""","""hurmer""",74,1200,"""Many""",674,144,"""True"""
2,"""pliper""","""sesare""",29,824,"""Most""",689,248,"""False"""
2,"""shurry""","""preser""",76,856,"""Many""",902,152,"""True"""
2,"""ingell""","""nalill""",73,1080,"""Fewer than half""",999,519,"""False"""
2,"""kustle""","""reshix""",46,972,"""Most""",671,201,"""False"""
2,"""clidge""","""hensly""",92,841,"""More than half""",809,135,"""True"""
2,"""clidge""","""hensly""",94,639,"""Many""",751,112,"""True"""
2,"""mecket""","""plumry""",9,674,"""More than half""",799,159,"""False"""
2,"""pluset""","""stubad""",2,738,"""Most""",661,136,"""False"""
2,"""bemble""","""squank""",90,488,"""More than half""",631,132,"""True"""
2,"""middor""","""drooty""",9,176,"""Few""",270,1806,"""True"""
2,"""coppar""","""hunene""",91,1091,"""Fewer than half""",576,1630,"""False"""
2,"""umpond""","""marire""",24,957,"""Few""",222,89,"""True"""
2,"""tecker""","""biller""",23,866,"""Most""",883,119,"""False"""
2,"""pobbit""","""spippy""",31,832,"""Many""",512,240,"""True"""
2,"""russer""","""huttle""",59,537,"""More than half""",732,128,"""True"""
2,"""menner""","""nandow""",41,2637,"""Few""",816,218,"""False"""
2,"""coamin""","""mucond""",49,2637,"""Few""",816,219,"""False"""
2,"""menner""","""nandow""",18,1817,"""Many""",731,182,"""True"""
2,"""pirter""","""secent""",90,757,"""More than half""",1872,136,"""True"""
2,"""beckel""","""racual""",92,801,"""Fewer than half""",1144,112,"""False"""
2,"""chulks""","""vulhor""",27,728,"""Many""",821,138,"""True"""
2,"""puctor""","""recure""",75,757,"""Fewer than half""",655,308,"""False"""
2,"""shrile""","""athoid""",2,757,"""Fewer than half""",655,310,"""False"""
2,"""sporer""","""firtly""",82,627,"""Many""",1304,180,"""True"""
2,"""zetten""","""unfobs""",59,655,"""Fewer than half""",384,569,"""False"""
2,"""isbant""","""unairs""",37,385,"""Fewer than half""",416,241,"""True"""
2,"""isbant""","""unairs""",26,449,"""More than half""",512,86,"""True"""
2,"""russer""","""huttle""",14,855,"""Most""",592,546,"""False"""
2,"""werner""","""hurmer""",65,568,"""Most""",520,144,"""True"""
2,"""pengyl""","""sedest""",11,1304,"""Few""",377,172,"""True"""
2,"""spunge""","""wenple""",64,617,"""Most""",423,154,"""True"""
2,"""devole""","""sholly""",59,288,"""Most""",352,215,"""True"""
2,"""umpond""","""marire""",64,192,"""Most""",280,216,"""True"""
2,"""raster""","""movell""",60,225,"""Most""",358,255,"""True"""
2,"""pluset""","""stubad""",33,483,"""More than half""",232,318,"""False"""
2,"""awplor""","""fasees""",29,865,"""Most""",251,172,"""False"""
2,"""cosutz""","""spover""",96,376,"""Most""",345,496,"""True"""
2,"""ancits""","""smeath""",24,793,"""Fewer than half""",276,209,"""True"""
2,"""chevel""","""podden""",21,201,"""Most""",323,233,"""True"""
2,"""puggle""","""entand""",35,253,"""Fewer than half""",240,176,"""True"""
2,"""sporer""","""firtly""",33,672,"""Few""",728,192,"""True"""
2,"""shurry""","""preser""",58,511,"""More than half""",473,105,"""True"""
2,"""tecker""","""biller""",35,401,"""More than half""",181,133,"""True"""
2,"""raster""","""movell""",97,1815,"""Many""",593,119,"""True"""
2,"""shamer""","""bloifs""",35,1224,"""Few""",632,174,"""True"""
2,"""devole""","""sholly""",11,995,"""Fewer than half""",625,101,"""True"""
2,"""bemble""","""squank""",34,327,"""Many""",368,247,"""True"""
2,"""middor""","""drooty""",17,220,"""Many""",1163,582,"""True"""
2,"""devole""","""sholly""",95,563,"""Many""",624,104,"""True"""
2,"""chulks""","""vulhor""",28,674,"""Most""",498,102,"""False"""
2,"""middor""","""drooty""",78,559,"""More than half""",660,131,"""True"""
2,"""coppar""","""hunene""",85,1056,"""Many""",208,120,"""True"""
2,"""ancits""","""smeath""",75,907,"""More than half""",127,126,"""True"""
2,"""russer""","""huttle""",84,662,"""Many""",134,128,"""True"""
2,"""chevel""","""podden""",70,623,"""Many""",609,112,"""True"""
2,"""strant""","""potind""",83,1010,"""Few""",447,128,"""True"""
2,"""chulks""","""vulhor""",60,564,"""Few""",216,437,"""False"""
2,"""dorder""","""coggon""",65,967,"""Few""",616,120,"""False"""
2,"""chadop""","""shaple""",67,730,"""More than half""",640,120,"""True"""
2,"""beckel""","""racual""",24,1669,"""Many""",470,67,"""True"""
2,"""puctor""","""recure""",79,1128,"""Few""",737,128,"""True"""
2,"""schook""","""jabant""",29,915,"""Fewer than half""",655,592,"""True"""
2,"""cather""","""funder""",96,912,"""Fewer than half""",472,1031,"""False"""
2,"""cather""","""funder""",99,555,"""More than half""",368,92,"""True"""
2,"""zetten""","""unfobs""",58,609,"""Many""",302,191,"""True"""
2,"""tecker""","""biller""",94,891,"""Fewer than half""",597,129,"""False"""
2,"""tiklet""","""hullaw""",53,1417,"""Fewer than half""",433,166,"""False"""
2,"""gukbar""","""soarse""",3,942,"""More than half""",736,809,"""False"""
2,"""boddle""","""molill""",58,721,"""Most""",398,223,"""True"""
2,"""umpond""","""marire""",92,1077,"""More than half""",464,169,"""True"""
2,"""pliper""","""sesare""",60,1212,"""Many""",290,129,"""True"""
2,"""middor""","""drooty""",36,544,"""Most""",108,807,"""False"""
2,"""coamin""","""mucond""",36,1023,"""More than half""",317,144,"""False"""
2,"""raster""","""movell""",43,2300,"""Few""",121,139,"""True"""
2,"""devole""","""sholly""",24,1193,"""Few""",514,135,"""True"""
2,"""tiklet""","""hullaw""",77,971,"""Most""",799,130,"""True"""
2,"""spunge""","""wenple""",49,1027,"""Fewer than half""",417,143,"""True"""
2,"""monter""","""melelt""",20,1311,"""More than half""",320,370,"""True"""
2,"""schook""","""jabant""",22,1058,"""Many""",303,175,"""True"""
2,"""umpond""","""marire""",8,1578,"""Fewer than half""",1918,121,"""True"""
2,"""bemble""","""squank""",73,1834,"""Most""",291,157,"""True"""
2,"""bemble""","""squank""",77,896,"""Fewer than half""",511,136,"""False"""
2,"""monter""","""melelt""",71,612,"""Few""",535,139,"""False"""
2,"""bameta""","""unzast""",87,669,"""Most""",368,555,"""True"""
2,"""werner""","""hurmer""",65,620,"""Fewer than half""",401,725,"""False"""
2,"""chulks""","""vulhor""",96,1589,"""Fewer than half""",414,145,"""False"""
2,"""pliper""","""sesare""",23,979,"""Few""",128,141,"""True"""
2,"""birler""","""enciad""",96,657,"""Fewer than half""",829,128,"""False"""
2,"""ancits""","""smeath""",77,1367,"""Most""",187,120,"""True"""
2,"""chadop""","""shaple""",20,1038,"""Many""",407,172,"""True"""
3,"""glerb""","""fizzda""",20,2928,"""All""",77,547,"""True"""
3,"""slarm""","""briddle""",11,1245,"""None""",25,102,"""True"""
3,"""blek""","""orkital""",54,1088,"""None""",953,114,"""False"""
3,"""klong""","""nooty""",62,937,"""All""",845,106,"""False"""
3,"""thonk""","""krangly""",82,438,"""Some""",813,110,"""True"""
3,"""tenk""","""glurgy""",8,925,"""All""",574,88,"""False"""
3,"""dring""","""larfy""",28,4719,"""None""",776,117,"""False"""
3,"""floom""","""plerful""",92,1093,"""Some""",531,109,"""True"""
3,"""jallem""","""sildal""",25,3558,"""Few""",784,230,"""True"""
3,"""hadder""","""ollidy""",2,3528,"""Few""",659,108,"""True"""
3,"""devole""","""sholly""",66,764,"""Fewer than half""",694,150,"""False"""
3,"""beckel""","""racual""",54,1615,"""Most""",542,135,"""False"""
3,"""chadop""","""shaple""",41,825,"""Few""",389,112,"""False"""
3,"""birler""","""enciad""",44,1086,"""Fewer than half""",422,77,"""True"""
3,"""gukbar""","""soarse""",59,1022,"""Few""",384,159,"""False"""
3,"""cosutz""","""spover""",90,745,"""More than half""",572,111,"""True"""
3,"""spunge""","""wenple""",9,815,"""Many""",513,129,"""False"""
3,"""shurry""","""preser""",54,1049,"""Fewer than half""",335,107,"""False"""
3,"""coppar""","""hunene""",4,1290,"""Fewer than half""",480,740,"""True"""
3,"""chadop""","""shaple""",49,1443,"""More than half""",392,153,"""False"""
3,"""pluset""","""stubad""",86,718,"""More than half""",642,115,"""True"""
3,"""pobbit""","""spippy""",72,1534,"""Fewer than half""",726,133,"""False"""
3,"""ancits""","""smeath""",87,1676,"""Fewer than half""",618,165,"""False"""
3,"""dorder""","""coggon""",77,841,"""More than half""",557,79,"""True"""
3,"""tecker""","""biller""",95,553,"""Most""",451,92,"""True"""
3,"""padnet""","""fanely""",19,638,"""Most""",630,130,"""False"""
3,"""gukbar""","""soarse""",51,1069,"""Many""",456,151,"""False"""
3,"""hadder""","""ollidy""",78,573,"""Many""",383,117,"""True"""
3,"""shrile""","""athoid""",95,1001,"""Few""",398,131,"""False"""
3,"""hadder""","""ollidy""",8,633,"""Most""",612,139,"""False"""
3,"""raster""","""movell""",96,637,"""Few""",394,127,"""False"""
3,"""dorder""","""coggon""",41,871,"""Few""",409,107,"""False"""
3,"""beckel""","""racual""",83,678,"""More than half""",324,92,"""True"""
3,"""beckel""","""racual""",89,1148,"""Fewer than half""",442,145,"""False"""
3,"""bemble""","""squank""",16,1386,"""More than half""",406,120,"""False"""
3,"""spunge""","""wenple""",87,748,"""More than half""",439,116,"""True"""
3,"""raster""","""movell""",6,936,"""Fewer than half""",406,99,"""True"""
3,"""ingell""","""nalill""",92,519,"""Most""",427,107,"""True"""
3,"""chadop""","""shaple""",26,660,"""Many""",508,138,"""False"""
3,"""beckel""","""racual""",95,698,"""Many""",403,123,"""True"""
3,"""beckel""","""racual""",84,750,"""Few""",334,127,"""False"""
3,"""schook""","""jabant""",95,662,"""Few""",364,104,"""False"""
3,"""bemble""","""squank""",30,2129,"""Few""",351,146,"""True"""
3,"""birler""","""enciad""",25,703,"""Many""",351,144,"""False"""
3,"""werner""","""hurmer""",75,705,"""Many""",379,112,"""True"""
3,"""padnet""","""fanely""",23,1098,"""Few""",357,117,"""True"""
3,"""padnet""","""fanely""",92,492,"""Many""",350,133,"""True"""
3,"""chulks""","""vulhor""",62,659,"""Few""",320,124,"""False"""
3,"""spunge""","""wenple""",49,842,"""Most""",307,118,"""False"""
3,"""bemble""","""squank""",1,1058,"""Fewer than half""",317,106,"""True"""
3,"""clidge""","""hensly""",10,610,"""Few""",385,98,"""True"""
3,"""middor""","""drooty""",61,1116,"""Most""",356,111,"""False"""
3,"""zetten""","""unfobs""",9,555,"""Few""",363,105,"""True"""
3,"""umpond""","""marire""",90,886,"""Fewer than half""",320,122,"""False"""
3,"""cather""","""funder""",83,605,"""Most""",348,123,"""True"""
3,"""russer""","""huttle""",23,1041,"""Few""",328,94,"""True"""
3,"""pirter""","""secent""",7,723,"""Many""",417,115,"""False"""
3,"""pliper""","""sesare""",90,803,"""Few""",453,104,"""False"""
3,"""devole""","""sholly""",25,630,"""Most""",369,115,"""False"""
3,"""werner""","""hurmer""",42,756,"""More than half""",348,108,"""False"""
3,"""puctor""","""recure""",10,616,"""Most""",377,115,"""False"""
3,"""menner""","""nandow""",62,720,"""Few""",406,104,"""False"""
3,"""boddle""","""molill""",79,814,"""Fewer than half""",357,110,"""False"""
3,"""fleeve""","""scalfs""",81,600,"""Few""",326,118,"""False"""
3,"""ancits""","""smeath""",13,605,"""Most""",347,120,"""False"""
3,"""middor""","""drooty""",91,751,"""Many""",386,106,"""True"""
3,"""pluset""","""stubad""",98,889,"""Fewer than half""",361,118,"""False"""
3,"""ancits""","""smeath""",99,1313,"""More than half""",347,90,"""True"""
3,"""sporer""","""firtly""",55,991,"""Many""",338,112,"""False"""
3,"""russer""","""huttle""",46,669,"""Most""",313,107,"""False"""
3,"""kustle""","""reshix""",10,1265,"""Fewer than half""",357,114,"""True"""
3,"""coamin""","""mucond""",84,696,"""Most""",348,92,"""True"""
3,"""tiklet""","""hullaw""",35,641,"""Many""",309,108,"""False"""
3,"""boddle""","""molill""",69,674,"""More than half""",306,106,"""True"""
3,"""menner""","""nandow""",46,1296,"""Fewer than half""",384,90,"""True"""
3,"""chulks""","""vulhor""",91,571,"""Most""",417,89,"""True"""
3,"""mecket""","""plumry""",85,754,"""Few""",441,108,"""False"""
3,"""isbant""","""unairs""",43,2114,"""Many""",459,112,"""False"""
3,"""sporer""","""firtly""",9,734,"""More than half""",783,114,"""False"""
3,"""dorder""","""coggon""",39,1242,"""Fewer than half""",319,104,"""True"""
3,"""clidge""","""hensly""",12,665,"""Fewer than half""",345,99,"""True"""
3,"""shamer""","""bloifs""",8,807,"""Fewer than half""",609,89,"""True"""
3,"""puggle""","""entand""",55,875,"""Fewer than half""",1055,112,"""False"""
3,"""hadder""","""ollidy""",5,815,"""Fewer than half""",423,134,"""True"""
3,"""puctor""","""recure""",38,662,"""More than half""",508,111,"""False"""
3,"""mecket""","""plumry""",94,574,"""Many""",436,102,"""True"""
3,"""awplor""","""fasees""",55,1406,"""Fewer than half""",663,111,"""False"""
3,"""pliper""","""sesare""",11,794,"""Fewer than half""",445,95,"""True"""
3,"""chevel""","""podden""",95,815,"""Fewer than half""",554,99,"""False"""
3,"""raster""","""movell""",92,754,"""Many""",385,94,"""True"""
3,"""bameta""","""unzast""",67,1385,"""Fewer than half""",528,108,"""False"""
3,"""middor""","""drooty""",30,1924,"""Few""",322,106,"""True"""
3,"""kustle""","""reshix""",83,754,"""Few""",327,96,"""False"""
3,"""bameta""","""unzast""",60,1031,"""Most""",394,93,"""False"""
3,"""pobbit""","""spippy""",64,939,"""Most""",345,119,"""False"""
3,"""awplor""","""fasees""",78,2025,"""More than half""",412,110,"""True"""
3,"""russer""","""huttle""",49,754,"""More than half""",353,104,"""False"""
3,"""shurry""","""preser""",73,661,"""More than half""",333,108,"""True"""
3,"""chulks""","""vulhor""",70,1026,"""Fewer than half""",376,96,"""False"""
3,"""pobbit""","""spippy""",69,642,"""Many""",312,85,"""True"""
3,"""pluset""","""stubad""",31,1364,"""Many""",298,89,"""False"""
3,"""bemble""","""squank""",11,650,"""Most""",286,109,"""False"""
3,"""devole""","""sholly""",28,847,"""More than half""",265,103,"""False"""
3,"""ancits""","""smeath""",47,798,"""Many""",333,89,"""False"""
3,"""shrile""","""athoid""",94,933,"""More than half""",257,82,"""True"""
3,"""jallem""","""sildal""",65,964,"""Fewer than half""",353,98,"""False"""
3,"""fleeve""","""scalfs""",67,1104,"""Many""",313,99,"""True"""
3,"""raster""","""movell""",84,1000,"""Most""",290,108,"""True"""
3,"""chadop""","""shaple""",74,927,"""Fewer than half""",666,110,"""False"""
3,"""shurry""","""preser""",81,633,"""Many""",313,109,"""True"""
3,"""cosutz""","""spover""",74,672,"""Most""",348,89,"""True"""
3,"""zetten""","""unfobs""",10,740,"""Fewer than half""",311,103,"""True"""
3,"""pirter""","""secent""",43,789,"""Fewer than half""",273,104,"""True"""
3,"""boddle""","""molill""",64,789,"""Many""",273,105,"""True"""
3,"""puggle""","""entand""",51,1417,"""More than half""",301,95,"""True"""
3,"""puggle""","""entand""",39,2205,"""Few""",272,94,"""True"""
3,"""menner""","""nandow""",51,591,"""More than half""",797,97,"""True"""
3,"""pengyl""","""sedest""",97,665,"""Few""",269,101,"""False"""
3,"""chadop""","""shaple""",28,641,"""Most""",285,107,"""False"""
3,"""mecket""","""plumry""",12,859,"""Fewer than half""",387,102,"""True"""
3,"""schook""","""jabant""",21,871,"""More than half""",401,76,"""False"""
3,"""ingell""","""nalill""",35,911,"""Fewer than half""",313,104,"""True"""
3,"""menner""","""nandow""",12,663,"""Most""",258,84,"""False"""
3,"""devole""","""sholly""",91,787,"""Few""",265,112,"""False"""
3,"""sporer""","""firtly""",37,828,"""Fewer than half""",279,104,"""True"""
3,"""cather""","""funder""",36,828,"""Many""",279,105,"""True"""
3,"""strant""","""potind""",61,694,"""More than half""",263,108,"""True"""
3,"""coppar""","""hunene""",61,614,"""More than half""",634,103,"""True"""
3,"""sporer""","""firtly""",95,515,"""Most""",666,89,"""True"""
3,"""shurry""","""preser""",1,1207,"""Most""",357,252,"""False"""
3,"""padnet""","""fanely""",74,614,"""More than half""",653,129,"""True"""
3,"""russer""","""huttle""",12,664,"""Many""",300,92,"""False"""
3,"""fleeve""","""scalfs""",38,607,"""Most""",296,110,"""False"""
3,"""tecker""","""biller""",60,629,"""More than half""",290,98,"""True"""
3,"""umpond""","""marire""",82,791,"""Most""",327,116,"""True"""
3,"""shamer""","""bloifs""",64,571,"""Many""",253,86,"""True"""
3,"""birler""","""enciad""",4,1474,"""More than half""",338,101,"""False"""
3,"""spunge""","""wenple""",80,1142,"""Fewer than half""",76,100,"""False"""
3,"""fleeve""","""scalfs""",70,1089,"""Fewer than half""",733,230,"""False"""
3,"""tecker""","""biller""",67,1089,"""Fewer than half""",733,232,"""False"""
3,"""russer""","""huttle""",12,1089,"""Fewer than half""",733,232,"""False"""
3,"""strant""","""potind""",86,462,"""Many""",483,93,"""True"""
3,"""birler""","""enciad""",19,598,"""Most""",297,110,"""False"""
3,"""isbant""","""unairs""",14,552,"""Most""",227,107,"""False"""
3,"""puctor""","""recure""",91,724,"""Fewer than half""",233,120,"""False"""
3,"""cather""","""funder""",11,643,"""More than half""",307,122,"""False"""
3,"""schook""","""jabant""",29,1221,"""Many""",219,117,"""False"""
3,"""kustle""","""reshix""",65,1586,"""Many""",217,105,"""False"""
3,"""boddle""","""molill""",82,751,"""Few""",212,116,"""False"""
3,"""jallem""","""sildal""",17,560,"""Many""",199,113,"""False"""
3,"""schook""","""jabant""",32,723,"""Most""",241,119,"""False"""
3,"""bameta""","""unzast""",38,723,"""More than half""",241,120,"""False"""
3,"""dorder""","""coggon""",82,1463,"""Most""",258,103,"""True"""
3,"""gukbar""","""soarse""",43,859,"""More than half""",234,102,"""False"""
3,"""chevel""","""podden""",40,814,"""Many""",205,107,"""False"""
3,"""kustle""","""reshix""",77,1451,"""Most""",175,100,"""False"""
3,"""isbant""","""unairs""",1,969,"""Few""",175,102,"""True"""
3,"""middor""","""drooty""",99,1033,"""Fewer than half""",199,113,"""False"""
3,"""cather""","""funder""",10,1937,"""Fewer than half""",192,83,"""True"""
3,"""tiklet""","""hullaw""",95,1084,"""More than half""",243,103,"""True"""
3,"""werner""","""hurmer""",43,766,"""Few""",196,109,"""False"""
3,"""coppar""","""hunene""",79,638,"""Few""",177,120,"""False"""
3,"""shurry""","""preser""",20,1613,"""Few""",177,118,"""True"""
3,"""strant""","""potind""",43,1613,"""Few""",177,119,"""True"""
3,"""pobbit""","""spippy""",3,666,"""More than half""",220,101,"""False"""
3,"""hadder""","""ollidy""",4,725,"""More than half""",203,99,"""False"""
3,"""monter""","""melelt""",87,805,"""Few""",172,94,"""False"""
3,"""umpond""","""marire""",65,860,"""More than half""",168,97,"""True"""
3,"""coppar""","""hunene""",35,598,"""Many""",241,107,"""False"""
3,"""jallem""","""sildal""",8,538,"""Most""",201,113,"""False"""
3,"""kustle""","""reshix""",21,910,"""More than half""",193,98,"""False"""
3,"""pirter""","""secent""",71,797,"""More than half""",233,110,"""True"""
3,"""umpond""","""marire""",22,1386,"""Few""",207,120,"""True"""
3,"""chulks""","""vulhor""",55,786,"""Many""",194,103,"""False"""
3,"""shrile""","""athoid""",77,1370,"""Fewer than half""",185,117,"""False"""
3,"""zetten""","""unfobs""",42,675,"""Most""",181,114,"""False"""
3,"""jallem""","""sildal""",5,717,"""More than half""",166,117,"""False"""
3,"""tiklet""","""hullaw""",80,858,"""Most""",185,115,"""True"""
3,"""schook""","""jabant""",28,948,"""Fewer than half""",196,125,"""True"""
3,"""pliper""","""sesare""",53,1027,"""Many""",203,108,"""False"""
3,"""shrile""","""athoid""",87,750,"""Many""",222,122,"""True"""
3,"""strant""","""potind""",68,845,"""Fewer than half""",265,132,"""False"""
3,"""strant""","""potind""",76,1300,"""Most""",237,118,"""False"""
3,"""pliper""","""sesare""",55,1338,"""More than half""",201,114,"""True"""
3,"""gukbar""","""soarse""",96,913,"""Fewer than half""",189,114,"""False"""
3,"""monter""","""melelt""",37,1482,"""More than half""",185,116,"""False"""
3,"""boddle""","""molill""",34,695,"""Most""",144,112,"""False"""
3,"""birler""","""enciad""",23,1061,"""Few""",153,126,"""True"""
3,"""cather""","""funder""",76,1047,"""Few""",187,108,"""False"""
3,"""awplor""","""fasees""",85,609,"""Few""",173,116,"""False"""
3,"""bameta""","""unzast""",59,838,"""Few""",148,142,"""False"""
3,"""awplor""","""fasees""",4,667,"""Many""",162,99,"""False"""
3,"""umpond""","""marire""",26,1063,"""Many""",139,105,"""False"""
3,"""zetten""","""unfobs""",53,755,"""More than half""",273,159,"""True"""
3,"""mecket""","""plumry""",86,1263,"""More than half""",240,130,"""True"""
3,"""pengyl""","""sedest""",44,1119,"""Fewer than half""",176,108,"""True"""
3,"""ingell""","""nalill""",82,969,"""More than half""",200,101,"""True"""
3,"""puggle""","""entand""",2,757,"""Most""",187,105,"""False"""
3,"""ancits""","""smeath""",28,1099,"""Few""",313,149,"""False"""
3,"""shamer""","""bloifs""",68,1099,"""Few""",313,149,"""False"""
3,"""bameta""","""unzast""",8,668,"""Many""",227,110,"""False"""
3,"""ingell""","""nalill""",43,936,"""Few""",171,89,"""False"""
3,"""shamer""","""bloifs""",63,925,"""Most""",191,125,"""False"""
3,"""coamin""","""mucond""",14,925,"""More than half""",191,126,"""False"""
3,"""pluset""","""stubad""",2,701,"""Few""",198,108,"""True"""
3,"""tiklet""","""hullaw""",7,699,"""Few""",255,134,"""True"""
3,"""shamer""","""bloifs""",21,936,"""More than half""",190,110,"""False"""
3,"""isbant""","""unairs""",93,908,"""Fewer than half""",219,117,"""False"""
3,"""clidge""","""hensly""",57,858,"""More than half""",152,108,"""True"""
3,"""pirter""","""secent""",74,602,"""Most""",274,167,"""True"""
3,"""cosutz""","""spover""",35,602,"""Many""",274,168,"""True"""
3,"""monter""","""melelt""",62,872,"""Fewer than half""",196,109,"""False"""
3,"""pengyl""","""sedest""",53,908,"""Many""",181,110,"""False"""
3,"""puggle""","""entand""",24,568,"""Many""",143,110,"""False"""
3,"""awplor""","""fasees""",98,764,"""Most""",157,119,"""True"""
3,"""coamin""","""mucond""",19,1706,"""Few""",224,116,"""True"""
3,"""chevel""","""podden""",11,758,"""Few""",81,109,"""True"""
3,"""pluset""","""stubad""",84,616,"""Most""",201,107,"""True"""
3,"""cosutz""","""spover""",74,792,"""Few""",170,96,"""False"""
3,"""monter""","""melelt""",9,604,"""Many""",181,97,"""False"""
3,"""ingell""","""nalill""",80,879,"""Many""",193,185,"""True"""
3,"""middor""","""drooty""",75,701,"""More than half""",168,140,"""True"""
3,"""devole""","""sholly""",35,874,"""Many""",180,85,"""False"""
3,"""pengyl""","""sedest""",65,1449,"""Most""",192,116,"""False"""
3,"""mecket""","""plumry""",22,660,"""Most""",189,113,"""False"""
3,"""gukbar""","""soarse""",98,739,"""Most""",150,123,"""True"""
3,"""chevel""","""podden""",61,739,"""More than half""",150,124,"""True"""
3,"""chulks""","""vulhor""",29,1363,"""More than half""",111,114,"""False"""
3,"""clidge""","""hensly""",86,666,"""Most""",229,101,"""True"""
3,"""puctor""","""recure""",84,729,"""Few""",197,97,"""False"""
3,"""clidge""","""hensly""",88,916,"""Many""",158,107,"""True"""
3,"""pobbit""","""spippy""",60,762,"""Few""",238,99,"""False"""
3,"""tecker""","""biller""",33,1933,"""Few""",201,109,"""False"""
3,"""zetten""","""unfobs""",39,1040,"""Many""",187,99,"""False"""
3,"""bemble""","""squank""",29,940,"""Many""",164,133,"""False"""
3,"""chevel""","""podden""",44,940,"""Most""",164,134,"""False"""
3,"""isbant""","""unairs""",37,1057,"""More than half""",181,99,"""False"""
3,"""sporer""","""firtly""",26,1769,"""Few""",182,130,"""True"""
3,"""coamin""","""mucond""",86,1769,"""Many""",182,131,"""True"""
3,"""pengyl""","""sedest""",12,771,"""More than half""",268,93,"""False"""
3,"""pirter""","""secent""",63,771,"""Few""",268,94,"""False"""
3,"""fleeve""","""scalfs""",68,706,"""More than half""",294,129,"""True"""
3,"""pliper""","""sesare""",97,706,"""Most""",294,129,"""True"""
3,"""padnet""","""fanely""",87,949,"""Fewer than half""",208,97,"""False"""
3,"""werner""","""hurmer""",87,1273,"""Fewer than half""",170,134,"""False"""
3,"""dorder""","""coggon""",7,915,"""Many""",196,129,"""False"""
3,"""coamin""","""mucond""",81,915,"""Fewer than half""",196,130,"""False"""
3,"""tiklet""","""hullaw""",59,915,"""Fewer than half""",210,81,"""False"""
3,"""monter""","""melelt""",52,906,"""Most""",177,61,"""False"""
3,"""werner""","""hurmer""",16,777,"""Most""",166,98,"""False"""
