workerid,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
29,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3KKG4CDWKIZYXK7GHP0LY7UYNFI94O""",29,"""Approved""","""Mon Jun 18 04:32:23 CEST 2018""","""Sun Jun 17 11:36:34 CEST 2018""","""Sun Jun 17 11:52:23 CEST 2018""","""Sun Jun 17 12:25:45 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""15.656333333333333"""
30,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3IXQG4FA2TZIIJSPW4A86L04X7Z9BU""",30,"""Approved""","""Mon Jun 18 04:32:25 CEST 2018""","""Sun Jun 17 11:38:34 CEST 2018""","""Sun Jun 17 11:52:25 CEST 2018""","""Sun Jun 17 12:25:46 CEST 2018""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""12.63315"""
31,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3LEP4MGT3G1UL9568KFASHJUOSEDBF""",31,"""Approved""","""Mon Jun 18 04:32:29 CEST 2018""","""Sun Jun 17 11:30:18 CEST 2018""","""Sun Jun 17 11:52:29 CEST 2018""","""Sun Jun 17 12:25:47 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""17.0674"""
32,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3EFVCAY5L3AOMX7RF4HB4DO6L6QJ80""",32,"""Approved""","""Mon Jun 18 04:33:07 CEST 2018""","""Sun Jun 17 11:36:41 CEST 2018""","""Sun Jun 17 11:53:07 CEST 2018""","""Sun Jun 17 12:25:47 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""16.330416666666668"""
33,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3EA3QWIZ4IWBP6F90K76J85TM4MITC""",33,"""Approved""","""Mon Jun 18 04:33:15 CEST 2018""","""Sun Jun 17 11:31:29 CEST 2018""","""Sun Jun 17 11:53:15 CEST 2018""","""Sun Jun 17 12:25:48 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""19.87088333333333"""
34,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3X3OR7WPZZ1UHNVRIPTOKS1YPVVL84""",34,"""Approved""","""Mon Jun 18 04:33:35 CEST 2018""","""Sun Jun 17 11:29:47 CEST 2018""","""Sun Jun 17 11:53:35 CEST 2018""","""Sun Jun 17 12:25:48 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""23.64945"""
35,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3TVRFO09GKGKWOWZQX5G0RIRG44LXC""",35,"""Approved""","""Mon Jun 18 04:33:46 CEST 2018""","""Sun Jun 17 11:42:09 CEST 2018""","""Sun Jun 17 11:53:46 CEST 2018""","""Sun Jun 17 12:25:49 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""11.446233333333334"""
36,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3PJUZCGDJ6HZGLUITSQYFJA3P1E98V""",36,"""Approved""","""Mon Jun 18 04:33:59 CEST 2018""","""Sun Jun 17 11:37:20 CEST 2018""","""Sun Jun 17 11:53:59 CEST 2018""","""Sun Jun 17 12:25:50 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""16.598283333333335"""
37,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3KB8R4ZV1E8XXTFXAAGIY2MR1KUGBS""",37,"""Approved""","""Mon Jun 18 04:34:08 CEST 2018""","""Sun Jun 17 11:32:37 CEST 2018""","""Sun Jun 17 11:54:08 CEST 2018""","""Sun Jun 17 12:25:51 CEST 2018""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""21.41285"""
38,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""340UGXU9DY2VBPEYZWWZ3THPDKPVUD""",38,"""Approved""","""Mon Jun 18 04:34:57 CEST 2018""","""Sun Jun 17 11:34:37 CEST 2018""","""Sun Jun 17 11:54:57 CEST 2018""","""Sun Jun 17 12:25:51 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""20.267983333333333"""
39,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3FK0YFF9PZHVO43Y4M64ZFJ8RRYVV2""",39,"""Approved""","""Mon Jun 18 04:35:00 CEST 2018""","""Sun Jun 17 11:35:47 CEST 2018""","""Sun Jun 17 11:55:00 CEST 2018""","""Sun Jun 17 12:25:52 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""19.163833333333333"""
40,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3IFS6Q0HJIKAA62UBK2G9397KL8ISN""",40,"""Approved""","""Mon Jun 18 04:35:06 CEST 2018""","""Sun Jun 17 11:31:18 CEST 2018""","""Sun Jun 17 11:55:06 CEST 2018""","""Sun Jun 17 12:25:53 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""23.738983333333334"""
41,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OVHNO1VE62Q378MEYVDEZQXFV0DZL""",41,"""Approved""","""Mon Jun 18 04:35:34 CEST 2018""","""Sun Jun 17 11:38:43 CEST 2018""","""Sun Jun 17 11:55:34 CEST 2018""","""Sun Jun 17 12:25:53 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""14.513266666666667"""
42,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3E7TUJ2EGCNBXGQ9A01E1BO40SB9D1""",42,"""Approved""","""Mon Jun 18 04:35:54 CEST 2018""","""Sun Jun 17 11:39:34 CEST 2018""","""Sun Jun 17 11:55:54 CEST 2018""","""Sun Jun 17 12:25:54 CEST 2018""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""16.1347"""
43,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3T111IHZ5ER5YQ9ES1WY6058FT2R9P""",43,"""Approved""","""Mon Jun 18 04:36:05 CEST 2018""","""Sun Jun 17 11:41:23 CEST 2018""","""Sun Jun 17 11:56:05 CEST 2018""","""Sun Jun 17 12:25:55 CEST 2018""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""14.6106"""
44,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3U088ZLJVKUSAS2NRZNB0OCW44NW0L""",44,"""Approved""","""Mon Jun 18 04:36:54 CEST 2018""","""Sun Jun 17 11:38:59 CEST 2018""","""Sun Jun 17 11:56:54 CEST 2018""","""Sun Jun 17 12:25:55 CEST 2018""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""17.86275"""
45,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""308XBLVESI5OMJOBQLAUX60Y3T5BRJ""",45,"""Approved""","""Mon Jun 18 04:36:58 CEST 2018""","""Sun Jun 17 11:28:28 CEST 2018""","""Sun Jun 17 11:56:58 CEST 2018""","""Sun Jun 17 12:25:56 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""28.445616666666666"""
46,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3VP0C6EFSGXRJRUOPMX50RKWJ5V6M5""",46,"""Approved""","""Mon Jun 18 04:37:24 CEST 2018""","""Sun Jun 17 11:28:45 CEST 2018""","""Sun Jun 17 11:57:24 CEST 2018""","""Sun Jun 17 12:25:56 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""23.1478"""
47,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3RANCT1ZVFIG2BGSUF5Z2HNIAS9BUN""",47,"""Approved""","""Mon Jun 18 04:38:34 CEST 2018""","""Sun Jun 17 11:28:44 CEST 2018""","""Sun Jun 17 11:58:34 CEST 2018""","""Sun Jun 17 12:25:57 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""6.615033333333334"""
48,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""333U7HK6I9G03S3IWCSRQ527WXNDJ0""",48,"""Approved""","""Mon Jun 18 04:38:53 CEST 2018""","""Sun Jun 17 11:33:04 CEST 2018""","""Sun Jun 17 11:58:53 CEST 2018""","""Sun Jun 17 12:25:58 CEST 2018""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""16.016283333333334"""
49,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3SB5N7Y3O35WD6CNCUJTELQ8AGXG06""",49,"""Approved""","""Mon Jun 18 04:39:14 CEST 2018""","""Sun Jun 17 11:29:17 CEST 2018""","""Sun Jun 17 11:59:14 CEST 2018""","""Sun Jun 17 12:25:58 CEST 2018""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""29.6074"""
50,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3JV9LGBJWTFHGN46EFL44MMQ8JDOG4""",50,"""Approved""","""Mon Jun 18 04:39:19 CEST 2018""","""Sun Jun 17 11:34:36 CEST 2018""","""Sun Jun 17 11:59:19 CEST 2018""","""Sun Jun 17 12:25:59 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""24.644133333333333"""
51,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3Y4W8Q93LZL9UN3CD16ATTD1RKUDVL""",51,"""Approved""","""Mon Jun 18 04:39:25 CEST 2018""","""Sun Jun 17 11:36:36 CEST 2018""","""Sun Jun 17 11:59:25 CEST 2018""","""Sun Jun 17 12:26:00 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""16.535583333333335"""
52,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3H7XDTSHKCSPLWD851CELGZCBLCGW8""",52,"""Approved""","""Mon Jun 18 04:39:26 CEST 2018""","""Sun Jun 17 11:41:39 CEST 2018""","""Sun Jun 17 11:59:26 CEST 2018""","""Sun Jun 17 12:26:00 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""17.720916666666668"""
53,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3CCZ6YKWR7KGT3BGVUJV3Z0CNBD95T""",53,"""Approved""","""Mon Jun 18 04:39:28 CEST 2018""","""Sun Jun 17 11:36:48 CEST 2018""","""Sun Jun 17 11:59:28 CEST 2018""","""Sun Jun 17 12:26:01 CEST 2018""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""22.505066666666668"""
54,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""32SCWG5HIH5X4UR1H2PXHVEROA66P1""",54,"""Approved""","""Mon Jun 18 04:40:17 CEST 2018""","""Sun Jun 17 11:28:58 CEST 2018""","""Sun Jun 17 12:00:17 CEST 2018""","""Sun Jun 17 12:26:02 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""23.23545"""
55,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3SLE99ER0NEXOAA20247J92XCAOBZC""",55,"""Approved""","""Mon Jun 18 04:40:52 CEST 2018""","""Sun Jun 17 11:29:38 CEST 2018""","""Sun Jun 17 12:00:52 CEST 2018""","""Sun Jun 17 12:26:02 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""31.220166666666668"""
56,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""36H9ULYP62VX1CHENINHE55S8A3JFH""",56,"""Approved""","""Mon Jun 18 04:41:05 CEST 2018""","""Sun Jun 17 11:38:14 CEST 2018""","""Sun Jun 17 12:01:05 CEST 2018""","""Sun Jun 17 12:26:03 CEST 2018""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""22.6928"""
57,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""304SM51WA350NYOO5AAZNG5UPVOBS7""",57,"""Approved""","""Mon Jun 18 04:41:14 CEST 2018""","""Sun Jun 17 11:28:31 CEST 2018""","""Sun Jun 17 12:01:14 CEST 2018""","""Sun Jun 17 12:26:04 CEST 2018""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""32.6642"""
