workerid,A,B,percent,read_and_decide_time,quant,read_time_one,response
1,"""padnet""","""fanely""",72,728,"""Few""",751,false
1,"""chevel""","""podden""",52,744,"""More than half""",953,true
1,"""coppar""","""hunene""",17,1072,"""Few""",768,true
1,"""tecker""","""biller""",17,1415,"""Fewer than half""",927,true
1,"""awplor""","""fasees""",74,940,"""Most""",681,true
1,"""coppar""","""hunene""",88,911,"""Many""",790,true
1,"""birler""","""enciad""",60,839,"""Fewer than half""",808,false
1,"""chulks""","""vulhor""",7,1040,"""Few""",762,true
1,"""monter""","""melelt""",5,1032,"""Fewer than half""",823,true
1,"""chevel""","""podden""",20,2320,"""Fewer than half""",911,false
1,"""pirter""","""secent""",89,696,"""Most""",624,true
1,"""boddle""","""molill""",7,840,"""Many""",639,false
1,"""menner""","""nandow""",87,688,"""Many""",816,true
1,"""ancits""","""smeath""",46,801,"""Most""",689,false
1,"""beckel""","""racual""",41,1608,"""Many""",632,false
1,"""shamer""","""bloifs""",1,816,"""More than half""",924,false
1,"""isbant""","""unairs""",85,871,"""Most""",704,true
1,"""tiklet""","""hullaw""",6,1048,"""Many""",697,false
1,"""cosutz""","""spover""",19,1200,"""Many""",744,false
1,"""ingell""","""nalill""",63,1232,"""Many""",775,true
1,"""jallem""","""sildal""",86,920,"""Most""",1207,true
1,"""shrile""","""athoid""",11,832,"""Most""",648,false
1,"""devole""","""sholly""",64,1048,"""Many""",633,true
1,"""pliper""","""sesare""",28,791,"""Many""",728,false
1,"""pluset""","""stubad""",40,1088,"""Many""",1640,false
1,"""cather""","""funder""",77,640,"""More than half""",657,true
1,"""chevel""","""podden""",69,712,"""Few""",712,false
1,"""dorder""","""coggon""",36,1304,"""Many""",912,false
1,"""boddle""","""molill""",54,768,"""More than half""",783,true
1,"""shurry""","""preser""",28,776,"""Most""",984,false
1,"""padnet""","""fanely""",8,1224,"""Fewer than half""",767,true
1,"""coamin""","""mucond""",77,728,"""Fewer than half""",711,false
1,"""dorder""","""coggon""",75,704,"""More than half""",634,true
1,"""menner""","""nandow""",92,752,"""Most""",912,true
1,"""bameta""","""unzast""",85,816,"""Fewer than half""",680,false
1,"""strant""","""potind""",47,4296,"""Few""",968,false
1,"""puggle""","""entand""",27,776,"""Most""",720,false
1,"""sporer""","""firtly""",98,857,"""Many""",705,true
1,"""dorder""","""coggon""",96,752,"""Most""",680,true
1,"""beckel""","""racual""",36,632,"""Most""",785,false
1,"""bameta""","""unzast""",85,1176,"""Few""",728,false
1,"""tecker""","""biller""",73,545,"""More than half""",928,true
1,"""spunge""","""wenple""",10,848,"""Most""",1248,false
1,"""dorder""","""coggon""",73,850,"""Few""",743,false
1,"""clidge""","""hensly""",57,984,"""Few""",632,false
1,"""ingell""","""nalill""",61,904,"""Few""",616,false
1,"""devole""","""sholly""",23,1296,"""Fewer than half""",1064,true
1,"""shurry""","""preser""",8,784,"""More than half""",1273,false
1,"""russer""","""huttle""",82,745,"""Most""",624,true
1,"""kustle""","""reshix""",82,720,"""Many""",808,true
1,"""chevel""","""podden""",52,1080,"""Most""",780,false
1,"""jallem""","""sildal""",78,1234,"""More than half""",1703,true
1,"""gukbar""","""soarse""",19,1056,"""Most""",760,false
1,"""awplor""","""fasees""",83,800,"""Fewer than half""",1159,false
1,"""sporer""","""firtly""",37,824,"""Fewer than half""",728,true
1,"""schook""","""jabant""",26,1168,"""More than half""",872,false
1,"""chadop""","""shaple""",14,872,"""Most""",849,false
2,"""glerb""","""fizzda""",20,10890,"""All""",241,false
2,"""thonk""","""krangly""",82,8622,"""Some""",87,false
2,"""slarm""","""briddle""",11,7570,"""None""",90,false
2,"""klong""","""nooty""",62,9282,"""All""",1857,false
2,"""dring""","""larfy""",28,9809,"""None""",3911,true
2,"""floom""","""plerful""",92,367,"""Some""",166,false
2,"""blek""","""orkital""",54,354,"""None""",133,false
2,"""tenk""","""glurgy""",8,1381,"""All""",161,true
2,"""cather""","""funder""",10,2666,"""Many""",7978,false
2,"""tiklet""","""hullaw""",36,5300,"""Fewer than half""",93,false
2,"""jallem""","""sildal""",10,1510,"""Most""",1599,false
2,"""padnet""","""fanely""",46,16531,"""Most""",4608,false
2,"""shrile""","""athoid""",13,2158,"""Few""",3306,true
2,"""dorder""","""coggon""",74,4851,"""Many""",103,true
2,"""clidge""","""hensly""",14,6682,"""Few""",2137,true
2,"""puggle""","""entand""",29,3419,"""Many""",2114,true
2,"""coppar""","""hunene""",26,7579,"""Most""",58,true
2,"""chulks""","""vulhor""",68,1771,"""Most""",1084,true
2,"""sporer""","""firtly""",14,1070,"""Fewer than half""",107,true
2,"""puctor""","""recure""",2,3530,"""Few""",1139,true
2,"""umpond""","""marire""",40,1931,"""Fewer than half""",2640,true
2,"""bameta""","""unzast""",77,1620,"""Few""",91,false
2,"""shamer""","""bloifs""",60,2412,"""Few""",3001,false
2,"""fleeve""","""scalfs""",75,2827,"""Few""",1459,false
2,"""coppar""","""hunene""",18,2890,"""Few""",3107,true
2,"""pobbit""","""spippy""",2,2399,"""Few""",109,false
2,"""ancits""","""smeath""",35,1655,"""Fewer than half""",1198,true
2,"""coamin""","""mucond""",6,2512,"""Few""",1899,true
2,"""puggle""","""entand""",6,1294,"""Fewer than half""",98,true
2,"""raster""","""movell""",20,1355,"""More than half""",1036,false
2,"""isbant""","""unairs""",58,1594,"""Many""",1703,true
2,"""tiklet""","""hullaw""",36,2280,"""Few""",1049,true
2,"""mecket""","""plumry""",69,2536,"""Fewer than half""",1069,false
2,"""puctor""","""recure""",87,2538,"""Many""",1342,false
2,"""devole""","""sholly""",4,1566,"""Most""",779,false
2,"""cather""","""funder""",24,1237,"""Most""",2424,false
2,"""mecket""","""plumry""",48,3993,"""Few""",888,true
2,"""awplor""","""fasees""",28,1422,"""More than half""",1320,false
2,"""werner""","""hurmer""",22,3676,"""Few""",1616,true
2,"""ancits""","""smeath""",98,1894,"""More than half""",1108,true
2,"""pobbit""","""spippy""",30,1557,"""Fewer than half""",1273,false
2,"""shurry""","""preser""",96,1316,"""Most""",1410,true
2,"""clidge""","""hensly""",60,1465,"""More than half""",964,true
2,"""pliper""","""sesare""",4,1327,"""Few""",1459,true
2,"""boddle""","""molill""",13,3078,"""Fewer than half""",1020,true
2,"""cosutz""","""spover""",93,2122,"""Fewer than half""",913,false
2,"""shrile""","""athoid""",77,1429,"""More than half""",924,true
2,"""spunge""","""wenple""",65,1282,"""Many""",1489,true
2,"""pliper""","""sesare""",75,2207,"""Fewer than half""",1131,false
2,"""zetten""","""unfobs""",68,1393,"""Fewer than half""",835,false
2,"""bameta""","""unzast""",35,1191,"""Fewer than half""",932,true
2,"""ancits""","""smeath""",82,1654,"""Few""",2102,false
2,"""pluset""","""stubad""",75,972,"""Many""",1551,true
2,"""hadder""","""ollidy""",89,1544,"""Many""",1932,true
2,"""shurry""","""preser""",85,1643,"""Few""",1306,false
2,"""chulks""","""vulhor""",14,1319,"""Many""",1136,false
2,"""schook""","""jabant""",3,1312,"""Many""",1452,false
2,"""beckel""","""racual""",44,2145,"""Many""",1313,true
2,"""middor""","""drooty""",82,1206,"""Most""",1244,true
2,"""mecket""","""plumry""",69,1208,"""More than half""",739,true
2,"""pirter""","""secent""",70,1718,"""Few""",1379,true
2,"""strant""","""potind""",80,1163,"""Fewer than half""",1063,false
2,"""jallem""","""sildal""",24,1281,"""More than half""",1029,false
2,"""devole""","""sholly""",21,1031,"""More than half""",1063,false
2,"""monter""","""melelt""",67,1456,"""Many""",1200,true
2,"""hadder""","""ollidy""",83,1104,"""Most""",773,true
2,"""pluset""","""stubad""",86,1148,"""Few""",2280,false
2,"""bemble""","""squank""",30,1176,"""More than half""",892,false
2,"""strant""","""potind""",19,1204,"""Few""",775,true
2,"""ingell""","""nalill""",29,1548,"""More than half""",642,false
2,"""russer""","""huttle""",65,1081,"""Few""",716,false
2,"""werner""","""hurmer""",31,2181,"""Many""",832,false
2,"""russer""","""huttle""",15,1307,"""Most""",1133,false
2,"""coppar""","""hunene""",23,940,"""More than half""",1143,false
2,"""zetten""","""unfobs""",98,1142,"""Most""",1031,true
2,"""pluset""","""stubad""",39,1426,"""Fewer than half""",1061,true
2,"""monter""","""melelt""",18,1156,"""Few""",1254,true
2,"""strant""","""potind""",55,1355,"""Many""",1014,true
2,"""spunge""","""wenple""",11,3460,"""Few""",805,true
2,"""shamer""","""bloifs""",27,2051,"""Fewer than half""",961,true
2,"""pliper""","""sesare""",5,1348,"""Many""",1068,false
2,"""bameta""","""unzast""",27,1592,"""More than half""",892,false
2,"""spunge""","""wenple""",68,1674,"""Fewer than half""",945,false
2,"""puctor""","""recure""",15,1201,"""More than half""",984,false
2,"""padnet""","""fanely""",52,1110,"""Few""",1074,false
2,"""beckel""","""racual""",68,1379,"""More than half""",897,true
2,"""menner""","""nandow""",2,1357,"""More than half""",904,false
2,"""bemble""","""squank""",91,1308,"""Many""",953,true
2,"""middor""","""drooty""",58,1486,"""Fewer than half""",835,false
2,"""pengyl""","""sedest""",11,2101,"""Fewer than half""",896,true
2,"""awplor""","""fasees""",35,1537,"""Most""",1136,false
2,"""werner""","""hurmer""",85,3249,"""More than half""",1510,true
2,"""middor""","""drooty""",70,4234,"""More than half""",830,true
2,"""schook""","""jabant""",83,3388,"""Few""",873,false
2,"""birler""","""enciad""",87,1329,"""Fewer than half""",780,false
2,"""gukbar""","""soarse""",57,2892,"""Few""",1267,false
2,"""sporer""","""firtly""",73,1404,"""Many""",920,true
2,"""beckel""","""racual""",99,1638,"""Fewer than half""",951,false
2,"""cather""","""funder""",17,1345,"""More than half""",732,false
2,"""gukbar""","""soarse""",86,3468,"""Most""",811,true
2,"""raster""","""movell""",41,1738,"""Fewer than half""",903,true
2,"""monter""","""melelt""",51,3902,"""More than half""",771,true
2,"""birler""","""enciad""",31,1405,"""Most""",1000,false
2,"""pliper""","""sesare""",35,4096,"""More than half""",796,false
2,"""puggle""","""entand""",67,1218,"""More than half""",1050,true
2,"""chulks""","""vulhor""",94,1187,"""Few""",913,false
2,"""tecker""","""biller""",18,2688,"""Few""",738,true
2,"""clidge""","""hensly""",83,1185,"""Many""",841,true
2,"""strant""","""potind""",93,1470,"""Most""",760,true
2,"""pengyl""","""sedest""",59,1439,"""More than half""",931,true
2,"""devole""","""sholly""",8,1062,"""Many""",741,false
2,"""puctor""","""recure""",28,3101,"""Most""",712,false
2,"""pengyl""","""sedest""",62,989,"""Many""",607,true
2,"""tiklet""","""hullaw""",59,1359,"""Many""",673,true
2,"""pirter""","""secent""",60,1100,"""Fewer than half""",599,false
2,"""raster""","""movell""",78,1392,"""Few""",664,false
2,"""jallem""","""sildal""",35,1287,"""Fewer than half""",748,true
2,"""russer""","""huttle""",89,1006,"""Fewer than half""",662,false
2,"""awplor""","""fasees""",16,1148,"""Fewer than half""",626,true
2,"""sporer""","""firtly""",38,1328,"""Most""",815,false
2,"""chadop""","""shaple""",92,948,"""More than half""",713,true
2,"""isbant""","""unairs""",39,2167,"""Most""",555,true
2,"""pengyl""","""sedest""",59,1013,"""Most""",729,true
2,"""devole""","""sholly""",75,1013,"""Fewer than half""",651,false
2,"""gukbar""","""soarse""",85,1715,"""Fewer than half""",635,false
2,"""coppar""","""hunene""",14,985,"""Fewer than half""",469,true
2,"""clidge""","""hensly""",88,968,"""Most""",600,true
2,"""pliper""","""sesare""",49,1968,"""Most""",575,false
2,"""dorder""","""coggon""",38,1423,"""Fewer than half""",614,true
2,"""schook""","""jabant""",85,1954,"""Most""",680,false
2,"""menner""","""nandow""",9,2321,"""Fewer than half""",610,true
2,"""padnet""","""fanely""",87,1187,"""Many""",731,true
2,"""shamer""","""bloifs""",61,1061,"""Most""",622,true
2,"""cosutz""","""spover""",72,999,"""Many""",602,true
2,"""beckel""","""racual""",4,1141,"""Few""",528,true
2,"""hadder""","""ollidy""",84,1734,"""More than half""",526,false
2,"""menner""","""nandow""",57,988,"""Few""",692,false
2,"""schook""","""jabant""",57,1269,"""More than half""",676,true
2,"""bemble""","""squank""",24,1001,"""Fewer than half""",612,true
2,"""ancits""","""smeath""",76,866,"""Most""",727,true
2,"""ancits""","""smeath""",36,2177,"""Many""",548,false
2,"""gukbar""","""soarse""",64,911,"""More than half""",626,true
2,"""pobbit""","""spippy""",39,1224,"""More than half""",678,false
2,"""tecker""","""biller""",11,2266,"""Most""",772,false
2,"""cosutz""","""spover""",91,1172,"""More than half""",665,true
2,"""padnet""","""fanely""",38,2418,"""More than half""",632,false
2,"""raster""","""movell""",7,1171,"""Many""",674,false
2,"""strant""","""potind""",88,893,"""More than half""",645,true
2,"""zetten""","""unfobs""",8,1082,"""Many""",724,false
2,"""shurry""","""preser""",80,995,"""More than half""",860,true
2,"""bemble""","""squank""",1,958,"""Most""",762,false
2,"""coppar""","""hunene""",96,1226,"""Many""",672,true
2,"""mecket""","""plumry""",95,1018,"""Many""",605,true
2,"""chevel""","""podden""",1,924,"""More than half""",822,false
2,"""spunge""","""wenple""",89,2016,"""More than half""",567,true
2,"""dorder""","""coggon""",12,869,"""More than half""",553,false
2,"""chadop""","""shaple""",54,964,"""Most""",573,true
2,"""mecket""","""plumry""",55,983,"""Most""",640,true
2,"""ingell""","""nalill""",70,999,"""Many""",646,true
2,"""chulks""","""vulhor""",46,1273,"""Fewer than half""",844,true
2,"""raster""","""movell""",32,1123,"""Most""",710,false
2,"""boddle""","""molill""",49,1823,"""Many""",1083,false
2,"""shamer""","""bloifs""",73,894,"""More than half""",908,true
2,"""shamer""","""bloifs""",14,1203,"""Many""",688,false
2,"""shrile""","""athoid""",2,3127,"""Fewer than half""",751,true
2,"""pobbit""","""spippy""",18,934,"""Most""",719,false
2,"""zetten""","""unfobs""",14,2280,"""Few""",661,true
2,"""middor""","""drooty""",93,1941,"""Few""",773,false
2,"""chadop""","""shaple""",29,2953,"""Fewer than half""",774,true
2,"""kustle""","""reshix""",62,1108,"""Most""",674,true
2,"""monter""","""melelt""",60,1353,"""Fewer than half""",774,false
2,"""dorder""","""coggon""",92,2363,"""Few""",670,false
2,"""bameta""","""unzast""",74,1734,"""Many""",719,true
2,"""chadop""","""shaple""",28,1171,"""Few""",800,true
2,"""puctor""","""recure""",41,1177,"""Fewer than half""",1017,true
2,"""ingell""","""nalill""",77,1172,"""Few""",741,false
2,"""chevel""","""podden""",3,1355,"""Fewer than half""",730,true
2,"""tecker""","""biller""",78,1043,"""Many""",699,true
2,"""sporer""","""firtly""",73,1213,"""Few""",729,false
2,"""pengyl""","""sedest""",32,1414,"""Few""",643,true
2,"""monter""","""melelt""",72,1594,"""Most""",502,false
2,"""coamin""","""mucond""",65,1028,"""Many""",654,true
2,"""menner""","""nandow""",3,1030,"""Many""",566,false
2,"""isbant""","""unairs""",18,1060,"""More than half""",813,false
2,"""jallem""","""sildal""",97,995,"""Few""",666,false
2,"""awplor""","""fasees""",10,1624,"""Many""",762,false
2,"""fleeve""","""scalfs""",66,878,"""More than half""",734,true
2,"""werner""","""hurmer""",62,954,"""Fewer than half""",671,false
2,"""shrile""","""athoid""",99,1025,"""Many""",678,true
2,"""sporer""","""firtly""",37,1246,"""More than half""",673,false
2,"""bemble""","""squank""",33,1272,"""Few""",707,false
2,"""umpond""","""marire""",47,1309,"""Most""",804,false
2,"""middor""","""drooty""",94,982,"""Many""",904,true
2,"""kustle""","""reshix""",95,951,"""More than half""",818,true
2,"""menner""","""nandow""",9,1069,"""Most""",744,false
2,"""shurry""","""preser""",26,1132,"""Many""",774,false
2,"""isbant""","""unairs""",53,1999,"""Few""",834,false
2,"""isbant""","""unairs""",44,1016,"""Fewer than half""",783,true
2,"""shurry""","""preser""",76,929,"""Fewer than half""",951,false
2,"""jallem""","""sildal""",53,1279,"""Many""",764,true
2,"""hadder""","""ollidy""",24,1215,"""Few""",798,true
2,"""pluset""","""stubad""",44,1098,"""Most""",973,false
2,"""cather""","""funder""",73,976,"""Fewer than half""",959,false
2,"""cosutz""","""spover""",56,1287,"""Few""",841,false
2,"""fleeve""","""scalfs""",42,1234,"""Many""",776,false
2,"""chevel""","""podden""",40,1188,"""Most""",780,false
2,"""birler""","""enciad""",8,1101,"""More than half""",821,false
2,"""kustle""","""reshix""",82,1007,"""Fewer than half""",772,false
2,"""umpond""","""marire""",55,1001,"""Few""",912,false
2,"""pirter""","""secent""",7,1035,"""Most""",835,false
2,"""fleeve""","""scalfs""",92,2016,"""Most""",892,true
2,"""devole""","""sholly""",76,1157,"""Few""",840,false
2,"""hadder""","""ollidy""",58,1404,"""Fewer than half""",884,false
2,"""tiklet""","""hullaw""",75,1093,"""More than half""",3290,true
2,"""tecker""","""biller""",9,1099,"""Fewer than half""",1304,true
2,"""chevel""","""podden""",9,953,"""Few""",936,true
2,"""cosutz""","""spover""",95,1016,"""Most""",1236,true
2,"""fleeve""","""scalfs""",89,931,"""Fewer than half""",842,false
2,"""puggle""","""entand""",52,1311,"""Most""",832,true
2,"""coamin""","""mucond""",13,860,"""Fewer than half""",1315,true
2,"""boddle""","""molill""",2,1091,"""Most""",785,false
2,"""awplor""","""fasees""",70,778,"""Few""",1947,false
2,"""beckel""","""racual""",57,820,"""Most""",842,true
2,"""pobbit""","""spippy""",53,1593,"""Many""",1072,true
2,"""pirter""","""secent""",14,856,"""More than half""",1000,false
2,"""boddle""","""molill""",46,953,"""More than half""",899,false
2,"""ingell""","""nalill""",6,1113,"""Fewer than half""",900,true
2,"""shrile""","""athoid""",64,1149,"""Most""",876,true
2,"""birler""","""enciad""",3,1183,"""Many""",904,false
2,"""dorder""","""coggon""",13,1365,"""Most""",759,false
2,"""gukbar""","""soarse""",68,868,"""Many""",790,true
2,"""boddle""","""molill""",96,1043,"""Few""",780,false
2,"""bameta""","""unzast""",41,1108,"""Most""",729,false
2,"""kustle""","""reshix""",65,928,"""Many""",812,true
2,"""ingell""","""nalill""",3,1997,"""Most""",833,false
2,"""schook""","""jabant""",58,1510,"""Fewer than half""",906,false
2,"""chulks""","""vulhor""",96,855,"""More than half""",842,true
2,"""puggle""","""entand""",45,2391,"""Few""",695,true
2,"""tiklet""","""hullaw""",56,1065,"""Most""",706,true
2,"""chadop""","""shaple""",13,976,"""Many""",755,false
2,"""chevel""","""podden""",97,923,"""Many""",753,true
2,"""tecker""","""biller""",5,882,"""More than half""",788,false
2,"""clidge""","""hensly""",57,939,"""Fewer than half""",838,false
2,"""padnet""","""fanely""",95,2885,"""Fewer than half""",710,false
2,"""coamin""","""mucond""",81,888,"""Most""",868,true
2,"""pluset""","""stubad""",11,910,"""More than half""",807,false
2,"""russer""","""huttle""",30,1021,"""Many""",806,false
2,"""zetten""","""unfobs""",63,718,"""More than half""",813,true
2,"""umpond""","""marire""",26,1708,"""More than half""",739,false
2,"""pirter""","""secent""",92,1111,"""Many""",704,true
2,"""birler""","""enciad""",90,988,"""Few""",708,false
2,"""coamin""","""mucond""",93,1342,"""More than half""",695,true
2,"""werner""","""hurmer""",77,2045,"""Most""",748,true
2,"""umpond""","""marire""",7,1518,"""Many""",698,false
2,"""russer""","""huttle""",44,1007,"""More than half""",724,false
2,"""cather""","""funder""",26,1404,"""Few""",732,true
2,"""spunge""","""wenple""",87,1224,"""Most""",640,true
2,"""kustle""","""reshix""",22,1422,"""Few""",707,true
3,"""glerb""","""fizzda""",20,3513,"""All""",2621,false
3,"""thonk""","""krangly""",82,1916,"""Some""",1363,true
3,"""slarm""","""briddle""",11,1884,"""None""",2194,true
3,"""klong""","""nooty""",62,1133,"""All""",1567,false
3,"""dring""","""larfy""",28,817,"""None""",752,false
3,"""floom""","""plerful""",92,716,"""Some""",838,true
3,"""blek""","""orkital""",54,576,"""None""",793,false
3,"""tenk""","""glurgy""",8,1974,"""All""",605,true
3,"""chadop""","""shaple""",17,1579,"""Fewer than half""",2029,true
3,"""tecker""","""biller""",7,696,"""Many""",827,false
3,"""chevel""","""podden""",31,707,"""Many""",782,false
3,"""gukbar""","""soarse""",11,1052,"""Most""",757,false
3,"""beckel""","""racual""",52,487,"""More than half""",757,true
3,"""coamin""","""mucond""",9,497,"""Most""",642,false
3,"""pirter""","""secent""",58,721,"""Fewer than half""",760,true
3,"""isbant""","""unairs""",62,511,"""Most""",685,true
3,"""middor""","""drooty""",8,500,"""Most""",617,false
3,"""ancits""","""smeath""",27,656,"""Most""",555,false
3,"""werner""","""hurmer""",65,505,"""Fewer than half""",1493,true
3,"""tiklet""","""hullaw""",55,636,"""Fewer than half""",1258,false
3,"""kustle""","""reshix""",59,395,"""More than half""",828,true
3,"""russer""","""huttle""",40,688,"""Few""",616,true
3,"""tiklet""","""hullaw""",7,575,"""Most""",908,false
3,"""gukbar""","""soarse""",98,496,"""Few""",802,true
3,"""chevel""","""podden""",64,591,"""Most""",887,true
3,"""shurry""","""preser""",86,397,"""More than half""",746,true
3,"""pluset""","""stubad""",25,477,"""More than half""",776,false
3,"""ingell""","""nalill""",64,452,"""Fewer than half""",591,false
3,"""birler""","""enciad""",6,481,"""More than half""",635,false
3,"""tiklet""","""hullaw""",9,523,"""Many""",577,false
3,"""pluset""","""stubad""",58,732,"""Many""",641,true
3,"""cather""","""funder""",72,512,"""Fewer than half""",645,false
3,"""padnet""","""fanely""",75,605,"""Few""",3112,false
3,"""tiklet""","""hullaw""",57,582,"""Few""",571,false
3,"""kustle""","""reshix""",40,1798,"""Most""",862,true
3,"""padnet""","""fanely""",10,521,"""Fewer than half""",623,true
3,"""ancits""","""smeath""",17,451,"""Many""",893,false
3,"""isbant""","""unairs""",18,452,"""More than half""",527,false
3,"""pluset""","""stubad""",19,562,"""Few""",641,true
3,"""mecket""","""plumry""",71,560,"""Fewer than half""",596,true
3,"""chadop""","""shaple""",15,738,"""Few""",602,false
3,"""shamer""","""bloifs""",55,989,"""Many""",701,true
3,"""monter""","""melelt""",98,410,"""More than half""",597,true
3,"""sporer""","""firtly""",51,585,"""Fewer than half""",677,false
3,"""russer""","""huttle""",14,542,"""More than half""",505,false
3,"""ingell""","""nalill""",49,643,"""More than half""",1056,true
3,"""menner""","""nandow""",94,1339,"""Fewer than half""",2325,false
3,"""hadder""","""ollidy""",53,431,"""More than half""",542,true
3,"""spunge""","""wenple""",12,500,"""Many""",485,false
3,"""pengyl""","""sedest""",93,496,"""Few""",562,false
3,"""monter""","""melelt""",55,591,"""Few""",592,false
3,"""ancits""","""smeath""",88,508,"""More than half""",560,true
3,"""cather""","""funder""",75,506,"""Few""",627,false
3,"""pengyl""","""sedest""",21,612,"""Many""",687,false
3,"""chadop""","""shaple""",23,567,"""Many""",562,false
3,"""umpond""","""marire""",87,521,"""Few""",33223,false
3,"""kustle""","""reshix""",48,501,"""Few""",588,false
3,"""zetten""","""unfobs""",8,1162,"""Few""",827,true
3,"""menner""","""nandow""",13,421,"""More than half""",671,false
3,"""schook""","""jabant""",15,521,"""Fewer than half""",646,true
3,"""birler""","""enciad""",56,556,"""Fewer than half""",761,false
3,"""ingell""","""nalill""",77,450,"""Most""",685,true
3,"""zetten""","""unfobs""",40,642,"""Many""",488,false
3,"""puctor""","""recure""",40,436,"""Fewer than half""",571,true
3,"""bameta""","""unzast""",24,460,"""More than half""",586,false
3,"""beckel""","""racual""",24,561,"""Few""",653,true
3,"""gukbar""","""soarse""",63,586,"""More than half""",717,true
3,"""sporer""","""firtly""",90,558,"""Many""",681,true
3,"""zetten""","""unfobs""",26,472,"""Most""",526,false
3,"""dorder""","""coggon""",7,811,"""Fewer than half""",582,true
3,"""schook""","""jabant""",90,776,"""More than half""",2497,true
3,"""awplor""","""fasees""",12,791,"""More than half""",2024,false
3,"""pirter""","""secent""",78,581,"""Few""",1058,false
3,"""bemble""","""squank""",4,513,"""Many""",656,false
3,"""sporer""","""firtly""",94,1093,"""Few""",682,false
3,"""padnet""","""fanely""",21,577,"""More than half""",747,false
3,"""coppar""","""hunene""",33,2029,"""More than half""",1900,false
3,"""dorder""","""coggon""",91,923,"""Few""",1914,false
3,"""puggle""","""entand""",40,1077,"""Few""",657,true
3,"""chulks""","""vulhor""",95,907,"""Fewer than half""",1488,false
3,"""coppar""","""hunene""",83,983,"""Few""",959,false
3,"""birler""","""enciad""",30,587,"""Few""",631,true
3,"""sporer""","""firtly""",15,682,"""More than half""",531,false
3,"""shamer""","""bloifs""",64,390,"""More than half""",591,true
3,"""coamin""","""mucond""",30,421,"""Fewer than half""",906,true
3,"""bameta""","""unzast""",86,1036,"""Few""",1007,false
3,"""beckel""","""racual""",43,1739,"""Most""",15752,true
3,"""dorder""","""coggon""",81,546,"""Most""",682,true
3,"""pliper""","""sesare""",82,426,"""Most""",687,true
3,"""jallem""","""sildal""",7,692,"""More than half""",670,false
3,"""middor""","""drooty""",66,562,"""Many""",487,true
3,"""isbant""","""unairs""",81,1252,"""Fewer than half""",567,false
3,"""padnet""","""fanely""",28,1123,"""Many""",763,false
3,"""werner""","""hurmer""",97,1198,"""More than half""",721,true
3,"""boddle""","""molill""",48,1162,"""More than half""",1172,false
3,"""bameta""","""unzast""",53,602,"""Most""",626,true
3,"""jallem""","""sildal""",89,756,"""Fewer than half""",702,false
3,"""cosutz""","""spover""",32,1324,"""Many""",542,false
3,"""puctor""","""recure""",33,582,"""Few""",777,true
3,"""boddle""","""molill""",51,515,"""Most""",541,true
3,"""pobbit""","""spippy""",68,441,"""Fewer than half""",532,false
3,"""coamin""","""mucond""",86,521,"""Few""",395,false
3,"""tecker""","""biller""",56,425,"""Most""",311,true
3,"""boddle""","""molill""",21,286,"""Few""",276,false
3,"""schook""","""jabant""",52,1833,"""Many""",206,true
3,"""strant""","""potind""",9,946,"""Few""",782,true
3,"""raster""","""movell""",42,631,"""Fewer than half""",600,true
3,"""isbant""","""unairs""",49,10545,"""Many""",721,true
3,"""cosutz""","""spover""",69,540,"""Fewer than half""",831,false
3,"""middor""","""drooty""",62,496,"""Fewer than half""",742,false
3,"""coppar""","""hunene""",96,578,"""Fewer than half""",622,false
3,"""raster""","""movell""",90,520,"""Few""",581,false
3,"""shrile""","""athoid""",86,461,"""Fewer than half""",1032,false
3,"""monter""","""melelt""",67,561,"""Fewer than half""",472,false
3,"""russer""","""huttle""",78,416,"""Most""",471,true
3,"""pengyl""","""sedest""",62,501,"""More than half""",481,true
3,"""hadder""","""ollidy""",13,460,"""Fewer than half""",442,false
3,"""puctor""","""recure""",59,857,"""Most""",852,true
3,"""werner""","""hurmer""",69,622,"""Many""",806,true
3,"""clidge""","""hensly""",70,822,"""More than half""",1066,true
3,"""russer""","""huttle""",12,1242,"""Many""",1167,false
3,"""werner""","""hurmer""",16,876,"""Most""",866,false
3,"""pirter""","""secent""",46,641,"""Many""",667,true
3,"""cather""","""funder""",39,426,"""More than half""",611,false
3,"""shrile""","""athoid""",3,755,"""Most""",511,false
3,"""cosutz""","""spover""",23,697,"""Few""",601,true
3,"""pobbit""","""spippy""",3,557,"""More than half""",656,false
3,"""boddle""","""molill""",8,686,"""Fewer than half""",522,true
3,"""bemble""","""squank""",10,832,"""Fewer than half""",567,true
3,"""tecker""","""biller""",45,1229,"""More than half""",3528,false
3,"""pluset""","""stubad""",60,496,"""Most""",986,true
3,"""umpond""","""marire""",9,556,"""Many""",470,false
3,"""raster""","""movell""",46,521,"""More than half""",551,false
3,"""shamer""","""bloifs""",47,521,"""Few""",546,false
3,"""chevel""","""podden""",23,471,"""More than half""",451,false
3,"""chulks""","""vulhor""",90,421,"""Many""",475,true
3,"""menner""","""nandow""",58,473,"""Most""",416,true
3,"""pengyl""","""sedest""",38,600,"""Most""",396,false
3,"""hadder""","""ollidy""",39,471,"""Most""",416,false
3,"""chevel""","""podden""",95,621,"""Fewer than half""",451,false
3,"""awplor""","""fasees""",87,647,"""Fewer than half""",415,false
3,"""cather""","""funder""",76,521,"""Many""",350,true
3,"""clidge""","""hensly""",20,540,"""Most""",466,false
