workerid,color,proportion,read_and_decide_time,quant,read_time_one,response,side
4,"""yellow""","""b21_y24""",431,"""More""",297,false,9
4,"""yellow""","""b5_y6""",580,"""More than half""",255,true,8
4,"""yellow""","""b15_y30""",792,"""More""",399,true,9
4,"""blue""","""b9_y8""",420,"""More than half""",479,false,2
4,"""blue""","""b5_y6""",446,"""Few""",381,false,8
4,"""yellow""","""b7_y8""",488,"""Many""",351,false,9
4,"""yellow""","""b5_y6""",472,"""More than half""",428,false,1
4,"""yellow""","""b18_y12""",861,"""Many""",551,false,9
4,"""blue""","""b15_y18""",1328,"""Many""",115,true,2
4,"""blue""","""b14_y16""",530,"""Few""",643,true,6
4,"""yellow""","""b5_y6""",248,"""Fewer than half""",94,false,2
4,"""blue""","""b16_y12""",248,"""Many""",104,true,5
4,"""blue""","""b7_y8""",253,"""Many""",241,false,5
4,"""yellow""","""b14_y16""",296,"""Fewer than half""",177,true,2
4,"""blue""","""b15_y30""",242,"""Few""",102,true,7
4,"""yellow""","""b5_y10""",259,"""Many""",107,true,4
4,"""yellow""","""b8_y6""",197,"""Many""",105,false,7
4,"""yellow""","""b14_y16""",208,"""More than half""",103,false,5
4,"""blue""","""b12_y16""",575,"""Few""",112,false,4
4,"""yellow""","""b18_y16""",466,"""Most""",105,false,1
4,"""yellow""","""b6_y8""",480,"""Most""",112,false,5
4,"""blue""","""b27_y24""",445,"""More than half""",94,false,3
4,"""yellow""","""b6_y5""",248,"""More than half""",94,true,1
4,"""yellow""","""b9_y8""",234,"""Fewer than half""",79,false,2
4,"""blue""","""b27_y24""",251,"""Many""",108,true,8
4,"""yellow""","""b10_y20""",223,"""More""",92,true,3
4,"""blue""","""b18_y24""",276,"""More than half""",107,true,3
4,"""blue""","""b18_y12""",284,"""Many""",114,true,2
4,"""yellow""","""b21_y24""",243,"""More""",92,true,9
4,"""blue""","""b24_y27""",215,"""Fewer than half""",110,false,1
4,"""yellow""","""b9_y8""",247,"""Most""",107,false,3
4,"""yellow""","""b18_y12""",208,"""Many""",105,false,4
4,"""blue""","""b12_y16""",235,"""Few""",105,true,1
4,"""yellow""","""b24_y27""",240,"""More""",98,false,2
4,"""blue""","""b14_y16""",233,"""Fewer than half""",133,true,1
4,"""yellow""","""b24_y20""",230,"""Fewer than half""",108,false,2
4,"""yellow""","""b8_y6""",262,"""Few""",132,true,0
4,"""yellow""","""b18_y24""",266,"""Fewer than half""",113,true,0
4,"""yellow""","""b18_y27""",298,"""More""",105,true,3
4,"""blue""","""b15_y30""",276,"""Few""",101,false,4
4,"""blue""","""b15_y30""",283,"""Fewer than half""",139,false,5
4,"""yellow""","""b5_y6""",280,"""Few""",121,false,3
4,"""yellow""","""b8_y9""",283,"""Many""",122,false,1
4,"""yellow""","""b10_y20""",266,"""Few""",130,true,2
4,"""yellow""","""b8_y7""",305,"""Many""",130,false,2
4,"""blue""","""b10_y5""",282,"""Most""",139,false,7
4,"""yellow""","""b9_y8""",250,"""More""",138,false,5
4,"""yellow""","""b27_y18""",264,"""More than half""",142,false,3
4,"""yellow""","""b16_y18""",275,"""Few""",131,true,7
4,"""blue""","""b24_y27""",267,"""Fewer than half""",121,false,4
4,"""blue""","""b16_y12""",237,"""More""",121,false,7
4,"""blue""","""b30_y15""",267,"""Few""",130,true,6
4,"""yellow""","""b9_y8""",233,"""Fewer than half""",123,false,1
4,"""blue""","""b5_y6""",229,"""More than half""",130,false,8
4,"""yellow""","""b20_y10""",293,"""More than half""",129,true,1
4,"""yellow""","""b15_y18""",251,"""More than half""",120,false,4
4,"""yellow""","""b6_y8""",245,"""Fewer than half""",135,false,5
4,"""yellow""","""b9_y6""",253,"""Few""",129,false,7
4,"""yellow""","""b8_y7""",242,"""Few""",118,false,7
4,"""blue""","""b6_y8""",265,"""Most""",131,false,7
4,"""yellow""","""b8_y9""",318,"""More than half""",120,false,3
4,"""blue""","""b18_y27""",257,"""Most""",121,true,1
4,"""blue""","""b15_y18""",285,"""Most""",115,true,6
4,"""blue""","""b16_y14""",236,"""More than half""",113,true,4
4,"""yellow""","""b6_y8""",245,"""Most""",96,true,7
4,"""blue""","""b30_y15""",236,"""Most""",98,true,5
4,"""yellow""","""b27_y18""",455,"""More than half""",98,false,7
4,"""yellow""","""b18_y27""",428,"""More""",106,true,4
4,"""blue""","""b18_y15""",265,"""Fewer than half""",116,false,5
4,"""blue""","""b12_y18""",287,"""Fewer than half""",101,false,4
4,"""yellow""","""b24_y27""",246,"""Fewer than half""",95,false,3
4,"""blue""","""b9_y8""",240,"""Fewer than half""",101,false,9
4,"""blue""","""b6_y9""",293,"""Few""",102,false,7
4,"""yellow""","""b8_y6""",203,"""More than half""",95,true,3
4,"""blue""","""b10_y5""",216,"""Most""",70,true,0
4,"""blue""","""b8_y9""",252,"""Few""",110,true,8
4,"""yellow""","""b10_y5""",243,"""More than half""",103,false,4
4,"""blue""","""b10_y5""",224,"""Most""",109,true,5
4,"""yellow""","""b12_y18""",237,"""More""",120,false,0
4,"""yellow""","""b16_y18""",260,"""Most""",111,false,2
4,"""blue""","""b12_y16""",230,"""More than half""",112,true,6
4,"""blue""","""b18_y15""",237,"""Fewer than half""",124,false,5
4,"""blue""","""b12_y18""",246,"""More than half""",115,true,2
4,"""blue""","""b15_y18""",234,"""Many""",114,true,7
4,"""yellow""","""b24_y27""",271,"""More""",118,true,5
4,"""yellow""","""b18_y16""",246,"""More than half""",125,true,7
4,"""yellow""","""b15_y30""",252,"""More""",117,false,2
4,"""yellow""","""b8_y9""",266,"""Most""",95,true,4
4,"""blue""","""b8_y7""",240,"""More""",114,true,9
4,"""yellow""","""b16_y14""",280,"""Most""",111,false,6
4,"""yellow""","""b16_y12""",268,"""More""",109,false,1
4,"""blue""","""b27_y24""",229,"""Many""",107,true,8
4,"""blue""","""b8_y6""",327,"""Few""",113,true,4
4,"""blue""","""b20_y10""",232,"""Many""",123,true,2
4,"""yellow""","""b16_y12""",246,"""Most""",125,true,7
4,"""blue""","""b8_y6""",244,"""Fewer than half""",132,false,5
4,"""yellow""","""b24_y18""",258,"""Many""",117,false,7
4,"""blue""","""b24_y21""",233,"""Many""",102,true,7
4,"""blue""","""b30_y15""",265,"""Many""",112,false,1
4,"""blue""","""b16_y18""",616,"""More""",126,false,9
4,"""blue""","""b18_y16""",217,"""Few""",113,true,3
4,"""blue""","""b5_y10""",247,"""More""",113,true,9
4,"""blue""","""b16_y18""",228,"""Few""",109,false,7
4,"""blue""","""b15_y18""",254,"""More""",101,false,4
4,"""blue""","""b12_y18""",229,"""Most""",107,true,8
4,"""blue""","""b18_y16""",259,"""More""",118,false,7
4,"""blue""","""b18_y12""",228,"""Fewer than half""",95,true,3
4,"""yellow""","""b5_y6""",248,"""More""",104,false,0
4,"""blue""","""b12_y18""",235,"""More""",97,false,9
4,"""blue""","""b12_y16""",242,"""Most""",115,false,8
4,"""yellow""","""b8_y7""",254,"""Few""",103,false,1
4,"""blue""","""b8_y6""",263,"""Fewer than half""",96,true,3
4,"""blue""","""b16_y18""",289,"""Fewer than half""",110,true,1
4,"""yellow""","""b15_y18""",262,"""Many""",102,true,5
4,"""blue""","""b24_y21""",266,"""More""",113,true,1
4,"""blue""","""b24_y27""",252,"""Most""",110,false,5
4,"""yellow""","""b5_y10""",238,"""Many""",102,true,6
4,"""blue""","""b18_y15""",273,"""More than half""",86,false,5
4,"""yellow""","""b16_y14""",252,"""Most""",95,true,6
4,"""yellow""","""b10_y20""",281,"""Fewer than half""",98,true,6
4,"""blue""","""b18_y15""",300,"""Many""",113,true,2
4,"""blue""","""b30_y15""",289,"""Few""",117,true,2
4,"""yellow""","""b18_y16""",266,"""Most""",133,false,1
4,"""blue""","""b27_y24""",268,"""Fewer than half""",118,false,3
4,"""blue""","""b9_y8""",317,"""More""",151,true,4
4,"""yellow""","""b9_y8""",262,"""Few""",131,false,2
4,"""yellow""","""b24_y20""",271,"""Fewer than half""",129,false,5
4,"""blue""","""b15_y18""",283,"""Many""",132,true,2
4,"""yellow""","""b16_y14""",253,"""Fewer than half""",143,false,0
4,"""yellow""","""b5_y10""",241,"""More""",129,true,5
4,"""yellow""","""b24_y27""",269,"""Most""",122,false,7
4,"""yellow""","""b5_y6""",249,"""Fewer than half""",135,true,4
4,"""yellow""","""b18_y12""",447,"""Few""",123,true,3
4,"""yellow""","""b15_y18""",212,"""More than half""",138,true,1
4,"""yellow""","""b10_y20""",252,"""Few""",134,true,6
4,"""yellow""","""b20_y24""",252,"""Most""",121,false,0
4,"""blue""","""b9_y8""",261,"""More than half""",115,false,6
4,"""yellow""","""b8_y9""",255,"""Fewer than half""",135,false,9
4,"""blue""","""b18_y16""",279,"""Few""",129,true,3
4,"""blue""","""b6_y5""",257,"""More""",138,false,7
4,"""blue""","""b16_y14""",253,"""Many""",123,true,2
4,"""blue""","""b6_y9""",281,"""Fewer than half""",137,true,4
4,"""yellow""","""b16_y12""",276,"""Few""",106,true,5
4,"""blue""","""b6_y8""",293,"""More than half""",128,false,4
4,"""blue""","""b16_y18""",290,"""Most""",138,true,1
4,"""blue""","""b6_y8""",383,"""Few""",121,false,8
4,"""blue""","""b12_y18""",261,"""Fewer than half""",105,true,9
4,"""blue""","""b30_y15""",271,"""Fewer than half""",125,false,4
4,"""blue""","""b21_y24""",239,"""More than half""",127,true,8
4,"""yellow""","""b21_y24""",234,"""More than half""",116,true,5
4,"""blue""","""b12_y18""",201,"""Few""",127,true,7
4,"""yellow""","""b8_y7""",263,"""Fewer than half""",127,true,3
4,"""blue""","""b9_y8""",235,"""Many""",118,true,7
4,"""blue""","""b24_y18""",222,"""Most""",145,false,7
4,"""yellow""","""b8_y7""",241,"""More""",119,false,0
4,"""yellow""","""b8_y6""",233,"""Fewer than half""",113,true,8
4,"""blue""","""b27_y18""",239,"""Most""",130,false,5
4,"""yellow""","""b5_y10""",220,"""Fewer than half""",124,true,8
4,"""yellow""","""b24_y18""",265,"""Most""",128,false,9
4,"""blue""","""b16_y12""",249,"""Most""",124,true,9
4,"""yellow""","""b5_y10""",252,"""Many""",130,false,9
4,"""yellow""","""b27_y18""",256,"""More""",121,false,8
4,"""blue""","""b8_y6""",258,"""More than half""",116,false,0
4,"""yellow""","""b18_y24""",256,"""Few""",137,false,5
4,"""blue""","""b8_y9""",273,"""More""",122,true,4
4,"""blue""","""b9_y6""",267,"""Few""",131,false,1
4,"""yellow""","""b24_y27""",273,"""Few""",137,false,2
4,"""blue""","""b14_y16""",271,"""More than half""",129,false,1
4,"""blue""","""b15_y30""",255,"""Fewer than half""",132,false,2
4,"""yellow""","""b24_y20""",268,"""Few""",130,true,7
4,"""yellow""","""b27_y24""",357,"""More than half""",133,true,7
4,"""yellow""","""b18_y27""",249,"""Many""",131,true,0
4,"""yellow""","""b7_y8""",227,"""Few""",124,true,2
4,"""yellow""","""b9_y8""",266,"""Fewer than half""",103,true,5
4,"""yellow""","""b5_y10""",265,"""More than half""",118,true,8
4,"""yellow""","""b6_y8""",261,"""Few""",111,true,0
4,"""yellow""","""b21_y24""",250,"""Most""",114,true,6
4,"""blue""","""b27_y24""",280,"""Few""",124,false,1
4,"""blue""","""b6_y9""",253,"""Most""",120,false,4
4,"""yellow""","""b10_y5""",241,"""More""",100,false,4
4,"""blue""","""b16_y12""",254,"""More than half""",102,false,8
4,"""yellow""","""b18_y12""",223,"""Many""",94,true,7
4,"""blue""","""b12_y18""",264,"""Most""",118,true,0
4,"""blue""","""b12_y18""",247,"""More than half""",119,true,8
4,"""blue""","""b12_y16""",261,"""Many""",124,true,5
4,"""yellow""","""b16_y12""",263,"""More""",129,true,9
4,"""blue""","""b7_y8""",242,"""Many""",123,true,9
4,"""blue""","""b18_y15""",302,"""More than half""",137,false,8
4,"""blue""","""b8_y6""",300,"""More""",114,false,5
4,"""blue""","""b5_y6""",500,"""Many""",106,false,6
4,"""yellow""","""b18_y27""",283,"""Many""",101,true,7
4,"""yellow""","""b16_y14""",280,"""Few""",119,true,8
4,"""blue""","""b16_y18""",287,"""Many""",136,true,7
4,"""blue""","""b12_y16""",267,"""Many""",132,true,8
4,"""blue""","""b12_y18""",238,"""More""",129,false,1
4,"""blue""","""b16_y14""",257,"""Few""",97,false,6
4,"""blue""","""b21_y24""",248,"""Most""",110,true,8
4,"""yellow""","""b16_y18""",263,"""Few""",104,true,1
4,"""blue""","""b7_y8""",281,"""More""",107,false,9
4,"""blue""","""b24_y20""",250,"""Many""",112,true,3
4,"""blue""","""b24_y21""",278,"""Most""",113,false,6
4,"""yellow""","""b8_y7""",279,"""Many""",96,false,8
4,"""yellow""","""b18_y16""",336,"""More than half""",107,false,4
4,"""yellow""","""b8_y6""",272,"""Few""",91,false,7
4,"""yellow""","""b16_y12""",264,"""Most""",98,false,2
4,"""blue""","""b6_y9""",303,"""Few""",111,true,4
4,"""yellow""","""b18_y12""",250,"""Fewer than half""",119,true,8
4,"""yellow""","""b6_y9""",426,"""Few""",92,true,2
4,"""yellow""","""b8_y9""",414,"""Many""",103,true,2
4,"""blue""","""b6_y9""",249,"""More than half""",105,true,7
4,"""blue""","""b21_y24""",240,"""More""",106,true,0
4,"""yellow""","""b5_y6""",238,"""Most""",102,false,2
4,"""blue""","""b10_y5""",239,"""More""",109,true,0
4,"""yellow""","""b6_y5""",265,"""More than half""",116,false,9
4,"""blue""","""b8_y7""",231,"""Fewer than half""",103,false,5
4,"""blue""","""b18_y27""",256,"""Fewer than half""",94,false,7
4,"""yellow""","""b14_y16""",301,"""More than half""",103,false,8
4,"""yellow""","""b8_y7""",268,"""Fewer than half""",114,true,4
4,"""blue""","""b10_y5""",288,"""More than half""",117,true,0
4,"""blue""","""b15_y30""",265,"""Fewer than half""",118,true,6
4,"""yellow""","""b16_y12""",269,"""Most""",123,true,1
4,"""blue""","""b9_y6""",274,"""Few""",129,false,1
4,"""blue""","""b18_y24""",283,"""More than half""",106,false,9
4,"""yellow""","""b21_y24""",258,"""Few""",123,false,5
4,"""blue""","""b16_y12""",235,"""Fewer than half""",116,false,8
4,"""blue""","""b16_y12""",255,"""More""",119,true,6
4,"""yellow""","""b16_y18""",291,"""Few""",125,true,6
4,"""blue""","""b9_y6""",253,"""More""",131,false,3
4,"""blue""","""b8_y9""",227,"""More""",118,true,4
4,"""blue""","""b8_y9""",263,"""Few""",116,false,8
4,"""blue""","""b18_y16""",245,"""Most""",98,true,0
4,"""blue""","""b24_y27""",267,"""More""",126,false,4
4,"""blue""","""b6_y5""",278,"""Few""",110,false,5
4,"""blue""","""b20_y10""",315,"""More than half""",108,false,3
4,"""blue""","""b6_y5""",285,"""Most""",112,false,4
4,"""blue""","""b8_y9""",239,"""Many""",113,false,9
4,"""blue""","""b27_y18""",242,"""Few""",111,true,8
4,"""yellow""","""b15_y18""",237,"""Most""",117,true,0
4,"""blue""","""b16_y18""",448,"""More""",106,true,4
4,"""yellow""","""b8_y6""",194,"""Fewer than half""",106,true,0
4,"""blue""","""b21_y24""",229,"""More than half""",118,true,0
4,"""blue""","""b5_y10""",234,"""Many""",107,false,7
4,"""blue""","""b18_y16""",228,"""More than half""",110,false,2
4,"""blue""","""b5_y6""",260,"""Many""",116,false,0
4,"""yellow""","""b24_y20""",239,"""Fewer than half""",112,false,6
4,"""yellow""","""b10_y20""",255,"""More""",122,true,4
4,"""yellow""","""b8_y9""",272,"""Many""",120,false,5
4,"""blue""","""b27_y18""",442,"""More than half""",100,true,1
4,"""blue""","""b27_y18""",265,"""Few""",119,false,4
4,"""blue""","""b24_y20""",271,"""Fewer than half""",109,false,9
4,"""yellow""","""b27_y18""",259,"""More than half""",118,false,9
4,"""yellow""","""b12_y16""",295,"""Fewer than half""",107,true,2
4,"""yellow""","""b27_y24""",399,"""More""",105,true,4
4,"""yellow""","""b27_y18""",238,"""More""",125,true,5
4,"""blue""","""b20_y24""",243,"""Fewer than half""",102,true,9
4,"""yellow""","""b18_y15""",277,"""Many""",122,true,0
4,"""yellow""","""b18_y24""",258,"""Fewer than half""",113,false,2
4,"""blue""","""b10_y20""",233,"""Many""",94,false,6
4,"""yellow""","""b10_y20""",236,"""Many""",111,false,7
4,"""yellow""","""b15_y18""",267,"""Most""",99,true,7
4,"""blue""","""b24_y20""",250,"""More""",107,true,2
4,"""blue""","""b9_y8""",279,"""Many""",104,false,4
4,"""yellow""","""b24_y21""",246,"""More than half""",93,true,1
4,"""yellow""","""b18_y27""",277,"""Few""",102,true,8
4,"""yellow""","""b10_y5""",291,"""More""",113,false,9
4,"""blue""","""b18_y27""",265,"""Most""",104,true,5
4,"""yellow""","""b24_y20""",308,"""Many""",118,false,8
4,"""blue""","""b8_y9""",274,"""Most""",106,true,3
4,"""blue""","""b9_y8""",725,"""More than half""",72,true,7
4,"""blue""","""b21_y24""",250,"""Most""",98,true,6
4,"""blue""","""b9_y8""",245,"""More""",111,true,6
4,"""yellow""","""b27_y24""",245,"""Few""",100,false,5
4,"""yellow""","""b18_y12""",251,"""Most""",94,false,6
4,"""yellow""","""b14_y16""",260,"""Most""",100,true,0
4,"""yellow""","""b8_y7""",286,"""More than half""",125,true,6
4,"""blue""","""b9_y6""",307,"""Most""",128,true,3
4,"""yellow""","""b6_y5""",298,"""Most""",136,true,4
4,"""yellow""","""b18_y15""",254,"""Many""",135,false,0
4,"""yellow""","""b6_y8""",278,"""Fewer than half""",137,true,8
4,"""yellow""","""b9_y6""",267,"""Many""",128,false,5
4,"""yellow""","""b15_y18""",270,"""Most""",138,true,6
4,"""blue""","""b24_y18""",296,"""Many""",103,true,1
4,"""yellow""","""b8_y6""",310,"""Many""",121,true,5
4,"""blue""","""b7_y8""",287,"""More than half""",131,false,3
4,"""blue""","""b8_y6""",280,"""More""",128,true,2
4,"""yellow""","""b30_y15""",351,"""Fewer than half""",122,false,8
5,"""blue""","""b7_y8""",6169,"""All""",2510,false,9
5,"""yellow""","""b24_y20""",1757,"""Some""",1589,true,9
5,"""blue""","""b12_y16""",2936,"""None""",145,false,8
5,"""yellow""","""b18_y16""",12731,"""An even number""",2968,true,8
5,"""blue""","""b15_y30""",4435,"""At least ten""",2025,true,9
5,"""yellow""","""b6_y9""",4688,"""Some""",111,false,8
5,"""blue""","""b16_y18""",4501,"""Fewer than half""",3294,true,4
5,"""blue""","""b6_y9""",5873,"""Few""",1371,true,3
5,"""yellow""","""b18_y24""",3472,"""More than half""",1607,true,0
5,"""yellow""","""b24_y18""",2116,"""Most""",1478,false,1
5,"""blue""","""b16_y12""",1727,"""More""",2160,true,1
5,"""yellow""","""b8_y7""",6813,"""Most""",1546,false,5
5,"""yellow""","""b8_y6""",1864,"""Fewer than half""",5577,true,2
5,"""blue""","""b20_y10""",1876,"""Few""",1280,false,2
5,"""yellow""","""b8_y6""",6516,"""More""",5954,false,6
5,"""blue""","""b5_y6""",3328,"""Many""",1743,false,2
5,"""blue""","""b18_y24""",2829,"""Many""",2892,false,1
5,"""blue""","""b15_y18""",1417,"""More""",2358,false,5
5,"""blue""","""b30_y15""",1370,"""More""",191,true,8
5,"""blue""","""b12_y18""",2160,"""Few""",1415,true,2
5,"""yellow""","""b6_y8""",7247,"""Many""",1669,false,8
5,"""yellow""","""b5_y6""",8820,"""Few""",1255,false,5
5,"""yellow""","""b21_y24""",3834,"""Few""",1608,false,9
5,"""yellow""","""b6_y8""",1531,"""Most""",1045,true,2
5,"""yellow""","""b8_y9""",5894,"""Many""",1482,true,6
5,"""blue""","""b5_y10""",2166,"""Fewer than half""",4813,true,4
5,"""yellow""","""b20_y10""",2326,"""More""",5548,false,4
5,"""yellow""","""b12_y16""",1382,"""Most""",1813,true,7
5,"""blue""","""b15_y18""",2254,"""Many""",1442,true,4
5,"""blue""","""b10_y20""",2175,"""More""",2651,false,1
5,"""blue""","""b24_y18""",1296,"""Most""",2840,true,4
5,"""yellow""","""b12_y16""",1650,"""More""",4597,true,9
5,"""blue""","""b6_y8""",2766,"""Fewer than half""",16373,true,6
5,"""yellow""","""b24_y18""",1186,"""Most""",1595,false,8
5,"""blue""","""b7_y8""",1359,"""More""",2043,false,3
5,"""yellow""","""b8_y6""",2746,"""More""",1247,false,4
5,"""yellow""","""b6_y5""",3559,"""Most""",1237,false,2
5,"""yellow""","""b6_y9""",2891,"""Fewer than half""",2024,false,7
5,"""blue""","""b30_y15""",1279,"""Many""",1543,true,3
5,"""blue""","""b8_y9""",30874,"""More than half""",4875,false,1
5,"""yellow""","""b27_y18""",2502,"""Many""",2590,false,7
5,"""blue""","""b24_y18""",4399,"""Fewer than half""",2121,false,8
5,"""blue""","""b27_y24""",1996,"""Fewer than half""",1815,false,5
5,"""blue""","""b8_y9""",2374,"""Few""",1954,true,9
5,"""blue""","""b18_y12""",2347,"""Fewer than half""",2139,false,9
5,"""blue""","""b20_y10""",1222,"""Most""",1703,true,1
5,"""blue""","""b30_y15""",832,"""Many""",1673,true,7
5,"""blue""","""b16_y18""",2535,"""Fewer than half""",2346,true,0
5,"""blue""","""b16_y14""",1557,"""More than half""",2767,true,4
5,"""yellow""","""b8_y9""",7985,"""Few""",2698,false,6
5,"""blue""","""b30_y15""",1716,"""Few""",1378,false,7
5,"""yellow""","""b16_y18""",2760,"""Many""",1250,true,4
5,"""yellow""","""b12_y18""",1615,"""Many""",1388,true,6
5,"""yellow""","""b8_y6""",2985,"""Fewer than half""",2431,true,3
5,"""blue""","""b16_y12""",6874,"""Most""",1820,true,0
5,"""yellow""","""b7_y8""",2292,"""Many""",1307,true,6
5,"""blue""","""b6_y5""",1280,"""Many""",1377,true,7
5,"""yellow""","""b5_y6""",5591,"""More""",1682,true,8
5,"""yellow""","""b21_y24""",1859,"""Few""",1360,false,4
5,"""yellow""","""b9_y6""",3095,"""Fewer than half""",4016,true,4
5,"""blue""","""b18_y12""",1557,"""More""",1570,true,5
5,"""yellow""","""b15_y18""",1612,"""More""",1259,true,7
5,"""yellow""","""b15_y30""",1864,"""Few""",3088,false,8
5,"""yellow""","""b15_y18""",1489,"""Most""",3672,true,6
5,"""blue""","""b16_y18""",2472,"""Fewer than half""",4216,false,1
5,"""yellow""","""b18_y27""",1192,"""Many""",1065,true,8
5,"""blue""","""b15_y18""",1643,"""Fewer than half""",2218,true,9
5,"""blue""","""b18_y15""",2774,"""More""",4070,true,6
5,"""yellow""","""b18_y27""",846,"""Most""",1191,true,7
5,"""blue""","""b15_y18""",2190,"""More""",1242,false,2
5,"""yellow""","""b27_y18""",2837,"""Fewer than half""",1786,false,6
5,"""yellow""","""b12_y18""",1165,"""Most""",1772,true,3
5,"""yellow""","""b15_y30""",1002,"""More""",1580,true,7
5,"""yellow""","""b16_y18""",1620,"""Fewer than half""",2423,false,7
5,"""blue""","""b21_y24""",4419,"""Most""",1255,true,2
5,"""yellow""","""b24_y20""",1749,"""More than half""",2802,false,9
5,"""yellow""","""b27_y18""",11825,"""Many""",1240,false,6
5,"""blue""","""b12_y16""",1095,"""Many""",1020,false,1
5,"""yellow""","""b6_y5""",839,"""Many""",911,false,6
5,"""yellow""","""b24_y21""",6637,"""More than half""",2153,true,5
5,"""blue""","""b18_y16""",1393,"""Most""",1110,false,9
5,"""blue""","""b18_y12""",2216,"""More than half""",1416,true,5
5,"""yellow""","""b12_y18""",2141,"""Few""",1622,true,2
5,"""blue""","""b24_y21""",1969,"""Many""",1586,true,8
5,"""blue""","""b27_y24""",1097,"""Fewer than half""",1643,false,0
5,"""blue""","""b5_y6""",5822,"""Many""",1446,true,2
5,"""blue""","""b18_y12""",1550,"""More than half""",1283,true,0
5,"""blue""","""b27_y24""",889,"""More than half""",1141,true,1
5,"""yellow""","""b16_y14""",1367,"""Fewer than half""",1898,true,4
5,"""blue""","""b24_y18""",1667,"""Few""",157,false,7
5,"""blue""","""b18_y27""",1591,"""Most""",1162,false,8
5,"""yellow""","""b18_y24""",1375,"""Fewer than half""",2318,false,6
5,"""blue""","""b9_y6""",1875,"""Most""",979,true,1
5,"""yellow""","""b24_y21""",2585,"""Few""",1116,true,3
5,"""yellow""","""b16_y18""",6102,"""More than half""",1924,false,2
5,"""yellow""","""b9_y6""",1906,"""Many""",883,false,2
5,"""blue""","""b8_y6""",6126,"""Few""",1593,false,9
5,"""yellow""","""b18_y27""",12655,"""Most""",1274,true,4
5,"""blue""","""b12_y18""",2145,"""Many""",986,false,9
5,"""blue""","""b12_y18""",1223,"""More""",1299,false,7
5,"""yellow""","""b30_y15""",3271,"""Fewer than half""",3050,true,1
5,"""yellow""","""b14_y16""",2226,"""More than half""",1290,false,0
5,"""blue""","""b18_y15""",1291,"""Few""",1748,false,5
5,"""yellow""","""b27_y18""",1459,"""More""",1240,false,6
5,"""blue""","""b20_y24""",3235,"""Fewer than half""",1918,true,3
5,"""blue""","""b20_y10""",3139,"""Most""",1656,true,9
5,"""blue""","""b7_y8""",1541,"""Most""",906,false,2
5,"""yellow""","""b6_y9""",1271,"""More""",2755,true,1
5,"""yellow""","""b12_y18""",864,"""Most""",1141,true,3
5,"""yellow""","""b24_y27""",4053,"""Fewer than half""",2097,true,9
5,"""yellow""","""b6_y9""",1778,"""More than half""",1183,true,4
5,"""blue""","""b20_y24""",20139,"""Few""",2896,true,2
5,"""yellow""","""b16_y14""",2189,"""Few""",1573,true,3
5,"""yellow""","""b18_y16""",1336,"""More""",2379,false,4
5,"""blue""","""b15_y18""",3028,"""More than half""",2664,true,0
5,"""yellow""","""b20_y24""",1397,"""Few""",1088,false,6
5,"""yellow""","""b12_y16""",5910,"""Fewer than half""",1639,false,5
5,"""blue""","""b18_y15""",1945,"""More""",1535,true,2
5,"""blue""","""b6_y5""",1515,"""Most""",1065,true,2
5,"""yellow""","""b20_y24""",2022,"""More than half""",1811,true,3
5,"""blue""","""b24_y27""",1223,"""Fewer than half""",1438,false,8
5,"""yellow""","""b9_y8""",6455,"""Few""",1250,false,2
5,"""blue""","""b30_y15""",1137,"""More than half""",1628,true,8
5,"""yellow""","""b24_y20""",1452,"""Few""",1801,false,6
5,"""blue""","""b6_y9""",6185,"""Fewer than half""",4987,true,7
5,"""blue""","""b9_y6""",3029,"""Fewer than half""",2834,false,5
5,"""blue""","""b12_y16""",1984,"""Few""",1585,true,5
5,"""yellow""","""b24_y20""",2448,"""More""",1056,true,7
5,"""blue""","""b18_y27""",2111,"""More than half""",1365,false,7
5,"""yellow""","""b18_y16""",2598,"""More""",1231,false,2
5,"""blue""","""b20_y10""",1828,"""Fewer than half""",1884,false,3
5,"""blue""","""b30_y15""",1127,"""More than half""",1349,true,7
5,"""yellow""","""b18_y15""",3325,"""Most""",936,true,0
5,"""blue""","""b5_y6""",1144,"""Few""",870,true,3
5,"""yellow""","""b8_y9""",7406,"""Many""",955,true,2
5,"""blue""","""b6_y8""",1798,"""Fewer than half""",201,true,1
5,"""blue""","""b14_y16""",5135,"""More""",3463,true,8
5,"""blue""","""b5_y10""",8890,"""Most""",1092,true,2
5,"""blue""","""b5_y6""",609,"""Many""",546,true,1
5,"""yellow""","""b16_y18""",610,"""More""",157,true,5
5,"""blue""","""b10_y5""",234,"""Many""",90,false,1
5,"""blue""","""b10_y20""",213,"""Most""",114,true,1
5,"""yellow""","""b10_y20""",233,"""More than half""",104,true,7
5,"""blue""","""b6_y9""",281,"""Fewer than half""",115,true,7
5,"""blue""","""b27_y18""",469,"""More""",91,true,5
5,"""blue""","""b21_y24""",267,"""Most""",73,false,3
5,"""blue""","""b7_y8""",270,"""Most""",109,true,4
5,"""blue""","""b24_y27""",460,"""More than half""",100,true,0
5,"""yellow""","""b14_y16""",263,"""Fewer than half""",96,false,2
5,"""yellow""","""b9_y8""",329,"""Many""",115,true,7
5,"""yellow""","""b24_y21""",359,"""More""",84,true,1
5,"""blue""","""b9_y6""",280,"""Few""",83,true,8
5,"""yellow""","""b6_y9""",260,"""Few""",101,false,0
