workerid,A,percent_2,percent_1,B,read_and_decide_time,quant,read_time_one,response
12,"""russer""","""53""","""47""","""huttle""",1160,"""Few""",135,true
12,"""isbant""","""96""","""4""","""unairs""",976,"""Fewer than half""",143,true
12,"""gukbar""","""39""","""61""","""soarse""",745,"""Most""",136,true
12,"""cosutz""","""71""","""29""","""spover""",792,"""Few""",144,true
12,"""pluset""","""54""","""46""","""stubad""",703,"""Many""",168,false
12,"""cather""","""70""","""30""","""funder""",696,"""Most""",151,false
12,"""devole""","""47""","""53""","""sholly""",768,"""Many""",167,true
12,"""shamer""","""22""","""78""","""bloifs""",632,"""Fewer than half""",144,false
12,"""kustle""","""1""","""99""","""reshix""",3360,"""Fewer than half""",199,false
12,"""middor""","""3""","""97""","""drooty""",1072,"""Fewer than half""",192,false
12,"""strant""","""23""","""77""","""potind""",1464,"""Fewer than half""",215,false
12,"""umpond""","""60""","""40""","""marire""",815,"""Few""",120,true
12,"""tecker""","""66""","""34""","""biller""",631,"""Many""",143,false
12,"""cather""","""82""","""18""","""funder""",1288,"""Fewer than half""",159,false
12,"""monter""","""94""","""6""","""melelt""",1111,"""Many""",183,false
12,"""dorder""","""94""","""6""","""coggon""",663,"""Most""",175,false
12,"""isbant""","""71""","""29""","""unairs""",832,"""More than half""",151,false
12,"""puctor""","""96""","""4""","""recure""",1224,"""More than half""",174,false
12,"""shamer""","""5""","""95""","""bloifs""",664,"""Most""",167,true
12,"""schook""","""47""","""53""","""jabant""",1160,"""Most""",118,true
12,"""pobbit""","""53""","""47""","""spippy""",632,"""More than half""",183,false
12,"""middor""","""61""","""39""","""drooty""",657,"""Few""",144,true
12,"""mecket""","""98""","""2""","""plumry""",648,"""Many""",144,false
12,"""strant""","""44""","""56""","""potind""",584,"""Most""",119,true
12,"""menner""","""67""","""33""","""nandow""",1832,"""Fewer than half""",151,true
12,"""mecket""","""26""","""74""","""plumry""",704,"""Most""",143,true
12,"""cosutz""","""90""","""10""","""spover""",961,"""Many""",127,false
12,"""raster""","""82""","""18""","""movell""",1096,"""Fewer than half""",151,true
12,"""zetten""","""20""","""80""","""unfobs""",487,"""Most""",103,true
12,"""spunge""","""99""","""1""","""wenple""",896,"""Few""",95,true
12,"""puggle""","""39""","""61""","""entand""",928,"""Few""",95,false
12,"""puctor""","""67""","""33""","""recure""",1079,"""Fewer than half""",112,true
12,"""coppar""","""60""","""40""","""hunene""",855,"""More than half""",64,false
12,"""cather""","""74""","""26""","""funder""",1128,"""More than half""",919,false
12,"""tiklet""","""95""","""5""","""hullaw""",696,"""Few""",1048,true
12,"""boddle""","""27""","""73""","""molill""",824,"""Many""",680,true
12,"""russer""","""60""","""40""","""huttle""",1023,"""Fewer than half""",703,true
12,"""bemble""","""17""","""83""","""squank""",664,"""Many""",600,true
12,"""schook""","""64""","""36""","""jabant""",695,"""Many""",599,false
12,"""bameta""","""96""","""4""","""unzast""",696,"""Most""",1239,false
12,"""strant""","""7""","""93""","""potind""",648,"""Few""",575,false
13,"""glerb""",80,20,"""fizzda""",2070,"""All""",211,true
13,"""thonk""",18,82,"""krangly""",4463,"""Some""",2065,true
13,"""slarm""",89,11,"""briddle""",2411,"""None""",1510,false
13,"""klong""",38,62,"""nooty""",2032,"""All""",1239,false
13,"""dring""",72,28,"""larfy""",1996,"""None""",1558,false
13,"""floom""",8,92,"""plerful""",6002,"""Some""",1368,true
13,"""blek""",46,54,"""orkital""",1008,"""None""",1122,false
13,"""tenk""",97,3,"""glurgy""",2390,"""All""",1087,false
13,"""hadder""","""15""","""85""","""ollidy""",2122,"""Fewer than half""",2129,false
13,"""russer""","""18""","""82""","""huttle""",2666,"""Many""",1334,true
13,"""shurry""","""80""","""20""","""preser""",2317,"""Few""",1698,true
13,"""puggle""","""16""","""84""","""entand""",1417,"""Most""",1299,true
13,"""devole""","""12""","""88""","""sholly""",1412,"""Few""",1593,false
13,"""russer""","""69""","""31""","""huttle""",2097,"""More than half""",1448,false
13,"""tiklet""","""41""","""59""","""hullaw""",1221,"""More than half""",1257,true
13,"""bameta""","""93""","""7""","""unzast""",3384,"""Few""",1553,true
13,"""menner""","""77""","""23""","""nandow""",1773,"""Many""",1405,false
13,"""shurry""","""10""","""90""","""preser""",1535,"""Most""",1032,false
13,"""werner""","""6""","""94""","""hurmer""",1599,"""Most""",1062,true
13,"""coamin""","""39""","""61""","""mucond""",2003,"""Many""",1451,true
13,"""pluset""","""93""","""7""","""stubad""",1545,"""More than half""",1360,false
13,"""boddle""","""78""","""22""","""molill""",1718,"""More than half""",1192,true
13,"""chadop""","""39""","""61""","""shaple""",3030,"""Many""",1485,true
13,"""raster""","""91""","""9""","""movell""",1742,"""More than half""",1266,false
13,"""pirter""","""1""","""99""","""secent""",1648,"""Many""",1156,true
13,"""zetten""","""15""","""85""","""unfobs""",1727,"""Most""",1461,true
13,"""monter""","""69""","""31""","""melelt""",1746,"""Many""",1253,false
13,"""sporer""","""67""","""33""","""firtly""",1652,"""Most""",1111,false
13,"""beckel""","""6""","""94""","""racual""",2064,"""More than half""",1354,true
13,"""fleeve""","""47""","""53""","""scalfs""",2485,"""Many""",4120,true
13,"""werner""","""37""","""63""","""hurmer""",1418,"""More than half""",1165,true
13,"""chadop""","""1""","""99""","""shaple""",2093,"""More than half""",1223,true
13,"""pirter""","""75""","""25""","""secent""",1957,"""Few""",1359,false
13,"""cather""","""64""","""36""","""funder""",1123,"""Many""",1305,false
13,"""awplor""","""83""","""17""","""fasees""",1749,"""Fewer than half""",3678,true
13,"""shamer""","""3""","""97""","""bloifs""",1721,"""More than half""",1293,true
13,"""umpond""","""86""","""14""","""marire""",1196,"""Fewer than half""",2984,false
13,"""isbant""","""96""","""4""","""unairs""",1144,"""Fewer than half""",3436,false
13,"""bemble""","""90""","""10""","""squank""",2133,"""Many""",1177,false
13,"""gukbar""","""2""","""98""","""soarse""",988,"""Fewer than half""",1402,false
13,"""shrile""","""41""","""59""","""athoid""",1146,"""Most""",1121,false
13,"""kustle""","""8""","""92""","""reshix""",3446,"""Few""",1865,false
13,"""jallem""","""85""","""15""","""sildal""",1046,"""Few""",1707,true
13,"""pobbit""","""70""","""30""","""spippy""",1305,"""Most""",1440,false
13,"""schook""","""21""","""79""","""jabant""",2044,"""Fewer than half""",1795,false
13,"""coamin""","""58""","""42""","""mucond""",1831,"""Few""",1990,true
13,"""zetten""","""17""","""83""","""unfobs""",3578,"""Fewer than half""",1493,false
13,"""beckel""","""2""","""98""","""racual""",1190,"""Most""",1240,true
13,"""chulks""","""12""","""88""","""vulhor""",1124,"""Most""",963,true
13,"""umpond""","""73""","""27""","""marire""",620,"""Most""",1715,false
13,"""birler""","""64""","""36""","""enciad""",1563,"""More than half""",1351,false
13,"""puggle""","""5""","""95""","""entand""",2117,"""Few""",1202,false
13,"""devole""","""64""","""36""","""sholly""",1536,"""More than half""",1223,false
13,"""chulks""","""14""","""86""","""vulhor""",1309,"""Fewer than half""",1555,false
13,"""cather""","""60""","""40""","""funder""",1616,"""More than half""",1153,false
13,"""pobbit""","""15""","""85""","""spippy""",1472,"""Few""",1536,false
13,"""mecket""","""47""","""53""","""plumry""",1715,"""Many""",1059,true
13,"""jallem""","""88""","""12""","""sildal""",878,"""More than half""",1137,false
13,"""dorder""","""24""","""76""","""coggon""",2359,"""Few""",2876,false
13,"""ancits""","""1""","""99""","""smeath""",839,"""Fewer than half""",1590,false
13,"""spunge""","""42""","""58""","""wenple""",2311,"""Few""",1262,true
13,"""mecket""","""22""","""78""","""plumry""",763,"""Fewer than half""",2237,false
13,"""spunge""","""28""","""72""","""wenple""",1065,"""Many""",1276,true
13,"""hadder""","""36""","""64""","""ollidy""",992,"""More than half""",3645,true
13,"""coppar""","""5""","""95""","""hunene""",1622,"""Many""",1167,true
13,"""zetten""","""60""","""40""","""unfobs""",3101,"""Few""",966,true
13,"""raster""","""89""","""11""","""movell""",3690,"""Fewer than half""",1242,true
13,"""pengyl""","""2""","""98""","""sedest""",973,"""Most""",923,true
13,"""clidge""","""73""","""27""","""hensly""",848,"""Few""",949,true
13,"""russer""","""60""","""40""","""huttle""",824,"""Most""",990,false
13,"""shurry""","""8""","""92""","""preser""",763,"""More than half""",982,false
13,"""middor""","""18""","""82""","""drooty""",984,"""Most""",1517,true
13,"""beckel""","""62""","""38""","""racual""",920,"""Few""",1060,true
13,"""boddle""","""83""","""17""","""molill""",660,"""Few""",1146,true
13,"""bameta""","""60""","""40""","""unzast""",693,"""Most""",1092,false
13,"""bemble""","""96""","""4""","""squank""",751,"""Most""",2744,false
13,"""schook""","""22""","""78""","""jabant""",1369,"""More than half""",1685,true
13,"""awplor""","""30""","""70""","""fasees""",1136,"""Few""",1264,false
13,"""strant""","""8""","""92""","""potind""",2852,"""Most""",1210,true
13,"""chulks""","""27""","""73""","""vulhor""",991,"""More than half""",996,true
13,"""pliper""","""66""","""34""","""sesare""",644,"""Most""",1070,false
13,"""puctor""","""79""","""21""","""recure""",956,"""More than half""",1212,false
13,"""puctor""","""65""","""35""","""recure""",2191,"""Most""",980,false
13,"""strant""","""15""","""85""","""potind""",853,"""Few""",1034,false
13,"""chevel""","""80""","""20""","""podden""",786,"""More than half""",1377,false
13,"""werner""","""54""","""46""","""hurmer""",806,"""Many""",1324,false
13,"""ancits""","""1""","""99""","""smeath""",1300,"""Most""",1028,true
13,"""padnet""","""56""","""44""","""fanely""",2649,"""Fewer than half""",1123,true
13,"""padnet""","""74""","""26""","""fanely""",667,"""Most""",820,false
13,"""isbant""","""55""","""45""","""unairs""",1392,"""More than half""",1285,false
13,"""ancits""","""64""","""36""","""smeath""",1121,"""Few""",1106,true
13,"""puctor""","""71""","""29""","""recure""",763,"""Fewer than half""",3092,true
13,"""hadder""","""70""","""30""","""ollidy""",946,"""Few""",1176,true
13,"""shurry""","""73""","""27""","""preser""",714,"""Many""",1168,false
13,"""chevel""","""16""","""84""","""podden""",1060,"""Many""",992,true
13,"""tecker""","""74""","""26""","""biller""",678,"""Many""",909,false
13,"""schook""","""32""","""68""","""jabant""",893,"""Few""",1208,false
13,"""padnet""","""56""","""44""","""fanely""",596,"""More than half""",1100,false
13,"""bameta""","""97""","""3""","""unzast""",700,"""More than half""",1110,false
13,"""birler""","""56""","""44""","""enciad""",1961,"""Fewer than half""",2735,true
13,"""bemble""","""52""","""48""","""squank""",1680,"""Few""",1087,false
13,"""padnet""","""95""","""5""","""fanely""",685,"""Few""",986,true
13,"""raster""","""87""","""13""","""movell""",709,"""Few""",1322,true
13,"""russer""","""58""","""42""","""huttle""",873,"""Fewer than half""",1278,true
13,"""puggle""","""28""","""72""","""entand""",4903,"""More than half""",1281,true
13,"""menner""","""80""","""20""","""nandow""",1464,"""More than half""",94,false
13,"""umpond""","""96""","""4""","""marire""",1340,"""More than half""",3427,false
13,"""sporer""","""98""","""2""","""firtly""",1738,"""Fewer than half""",2075,false
13,"""dorder""","""55""","""45""","""coggon""",2254,"""Fewer than half""",2160,false
13,"""monter""","""43""","""57""","""melelt""",1086,"""Fewer than half""",1442,false
13,"""sporer""","""91""","""9""","""firtly""",1278,"""Few""",1486,true
13,"""tiklet""","""71""","""29""","""hullaw""",764,"""Few""",921,true
13,"""coppar""","""92""","""8""","""hunene""",722,"""Most""",1027,false
13,"""cosutz""","""28""","""72""","""spover""",1459,"""Few""",1181,true
13,"""pliper""","""65""","""35""","""sesare""",795,"""Fewer than half""",1918,true
13,"""strant""","""33""","""67""","""potind""",848,"""Fewer than half""",952,false
13,"""middor""","""43""","""57""","""drooty""",907,"""Fewer than half""",1883,false
13,"""raster""","""76""","""24""","""movell""",2347,"""Many""",1015,false
13,"""kustle""","""19""","""81""","""reshix""",640,"""Many""",1355,true
13,"""coamin""","""12""","""88""","""mucond""",634,"""Fewer than half""",1665,false
13,"""shrile""","""10""","""90""","""athoid""",1230,"""More than half""",1292,true
13,"""pobbit""","""53""","""47""","""spippy""",907,"""More than half""",1172,false
13,"""pluset""","""95""","""5""","""stubad""",628,"""Many""",886,false
13,"""schook""","""46""","""54""","""jabant""",1539,"""Many""",1240,true
13,"""tiklet""","""40""","""60""","""hullaw""",894,"""Fewer than half""",2094,false
13,"""awplor""","""97""","""3""","""fasees""",663,"""More than half""",886,false
13,"""cosutz""","""42""","""58""","""spover""",1965,"""Most""",940,true
13,"""awplor""","""59""","""41""","""fasees""",592,"""Many""",787,false
13,"""birler""","""53""","""47""","""enciad""",1623,"""Few""",2115,false
13,"""zetten""","""37""","""63""","""unfobs""",1135,"""More than half""",1484,true
13,"""pirter""","""91""","""9""","""secent""",653,"""More than half""",988,false
13,"""chadop""","""37""","""63""","""shaple""",2186,"""Most""",997,true
13,"""kustle""","""33""","""67""","""reshix""",594,"""Fewer than half""",850,false
13,"""gukbar""","""94""","""6""","""soarse""",577,"""Few""",971,true
13,"""coamin""","""43""","""57""","""mucond""",965,"""More than half""",938,true
13,"""pobbit""","""49""","""51""","""spippy""",649,"""Many""",879,true
13,"""pobbit""","""91""","""9""","""spippy""",2318,"""Fewer than half""",935,true
13,"""puggle""","""16""","""84""","""entand""",835,"""Many""",854,true
13,"""dorder""","""85""","""15""","""coggon""",2757,"""More than half""",1048,false
13,"""ancits""","""33""","""67""","""smeath""",706,"""More than half""",900,true
13,"""kustle""","""10""","""90""","""reshix""",445,"""Most""",1487,true
13,"""sporer""","""86""","""14""","""firtly""",640,"""More than half""",988,false
13,"""schook""","""25""","""75""","""jabant""",1042,"""Most""",874,true
13,"""chulks""","""23""","""77""","""vulhor""",657,"""Few""",1069,false
13,"""clidge""","""31""","""69""","""hensly""",563,"""Fewer than half""",1063,false
13,"""awplor""","""68""","""32""","""fasees""",1706,"""Most""",1009,false
13,"""tecker""","""70""","""30""","""biller""",619,"""Most""",871,false
13,"""ingell""","""18""","""82""","""nalill""",578,"""Few""",829,true
13,"""beckel""","""35""","""65""","""racual""",620,"""Fewer than half""",3586,false
13,"""werner""","""65""","""35""","""hurmer""",1141,"""Few""",1082,true
13,"""clidge""","""15""","""85""","""hensly""",682,"""Most""",912,true
13,"""birler""","""66""","""34""","""enciad""",600,"""Many""",946,false
13,"""beckel""","""65""","""35""","""racual""",790,"""Many""",1385,false
13,"""padnet""","""14""","""86""","""fanely""",853,"""Many""",836,true
13,"""chevel""","""91""","""9""","""podden""",1263,"""Fewer than half""",825,true
13,"""tecker""","""96""","""4""","""biller""",723,"""Fewer than half""",1140,true
13,"""pliper""","""97""","""3""","""sesare""",573,"""More than half""",1018,false
13,"""clidge""","""45""","""55""","""hensly""",885,"""More than half""",953,true
13,"""pluset""","""99""","""1""","""stubad""",1111,"""Most""",888,false
13,"""boddle""","""85""","""15""","""molill""",1430,"""Fewer than half""",1148,true
13,"""shamer""","""80""","""20""","""bloifs""",1048,"""Many""",909,false
13,"""spunge""","""31""","""69""","""wenple""",819,"""Most""",778,true
13,"""cather""","""93""","""7""","""funder""",682,"""Fewer than half""",886,true
13,"""chadop""","""30""","""70""","""shaple""",969,"""Fewer than half""",938,false
13,"""tiklet""","""45""","""55""","""hullaw""",1713,"""Many""",1920,true
13,"""puggle""","""13""","""87""","""entand""",626,"""Fewer than half""",799,false
13,"""ingell""","""65""","""35""","""nalill""",714,"""More than half""",1048,false
13,"""monter""","""16""","""84""","""melelt""",537,"""Most""",1402,true
13,"""tecker""","""77""","""23""","""biller""",599,"""More than half""",1158,false
13,"""pengyl""","""34""","""66""","""sedest""",639,"""Fewer than half""",1824,false
13,"""cosutz""","""35""","""65""","""spover""",507,"""Many""",945,true
13,"""puctor""","""11""","""89""","""recure""",560,"""Many""",792,true
13,"""umpond""","""75""","""25""","""marire""",818,"""Many""",906,false
13,"""puctor""","""43""","""57""","""recure""",557,"""Few""",945,false
13,"""pliper""","""2""","""98""","""sesare""",416,"""Many""",1030,true
13,"""hadder""","""13""","""87""","""ollidy""",590,"""Most""",1071,true
13,"""middor""","""8""","""92""","""drooty""",512,"""Few""",971,false
13,"""bemble""","""58""","""42""","""squank""",581,"""More than half""",916,false
13,"""bameta""","""67""","""33""","""unzast""",727,"""Many""",1452,false
13,"""ingell""","""77""","""23""","""nalill""",532,"""Most""",844,false
13,"""tecker""","""12""","""88""","""biller""",1697,"""Few""",880,false
13,"""ingell""","""30""","""70""","""nalill""",745,"""Many""",832,true
13,"""middor""","""39""","""61""","""drooty""",1603,"""Many""",1918,true
13,"""pluset""","""72""","""28""","""stubad""",398,"""Fewer than half""",811,false
13,"""shrile""","""18""","""82""","""athoid""",1462,"""Fewer than half""",951,false
13,"""monter""","""53""","""47""","""melelt""",1022,"""Few""",1228,false
13,"""zetten""","""9""","""91""","""unfobs""",863,"""Many""",1575,true
13,"""chevel""","""73""","""27""","""podden""",634,"""Most""",802,false
13,"""isbant""","""97""","""3""","""unairs""",1889,"""Most""",1590,false
13,"""fleeve""","""28""","""72""","""scalfs""",624,"""Fewer than half""",931,false
13,"""bameta""","""97""","""3""","""unzast""",1961,"""Fewer than half""",4110,false
13,"""spunge""","""13""","""87""","""wenple""",687,"""Fewer than half""",876,false
13,"""coppar""","""15""","""85""","""hunene""",627,"""Few""",918,false
13,"""hadder""","""26""","""74""","""ollidy""",675,"""Many""",890,true
13,"""umpond""","""56""","""44""","""marire""",1040,"""Few""",821,false
13,"""jallem""","""71""","""29""","""sildal""",639,"""Many""",969,false
13,"""clidge""","""73""","""27""","""hensly""",567,"""Many""",961,false
13,"""fleeve""","""43""","""57""","""scalfs""",824,"""Most""",891,false
13,"""pengyl""","""40""","""60""","""sedest""",875,"""Few""",909,false
13,"""devole""","""51""","""49""","""sholly""",2739,"""Most""",1132,false
13,"""gukbar""","""46""","""54""","""soarse""",2622,"""Most""",832,false
13,"""boddle""","""8""","""92""","""molill""",1444,"""Many""",908,true
13,"""cather""","""86""","""14""","""funder""",1102,"""Most""",1137,false
13,"""middor""","""10""","""90""","""drooty""",848,"""More than half""",871,true
13,"""menner""","""58""","""42""","""nandow""",672,"""Most""",817,false
13,"""pluset""","""74""","""26""","""stubad""",595,"""Few""",878,false
13,"""mecket""","""22""","""78""","""plumry""",562,"""More than half""",838,true
13,"""boddle""","""58""","""42""","""molill""",612,"""Most""",1053,false
13,"""pengyl""","""1""","""99""","""sedest""",1489,"""More than half""",849,true
13,"""dorder""","""3""","""97""","""coggon""",939,"""Many""",1050,true
13,"""pirter""","""94""","""6""","""secent""",674,"""Most""",971,false
13,"""cather""","""68""","""32""","""funder""",1372,"""Few""",1002,true
13,"""shrile""","""94""","""6""","""athoid""",2550,"""Many""",998,true
13,"""spunge""","""27""","""73""","""wenple""",628,"""More than half""",1014,true
13,"""shamer""","""46""","""54""","""bloifs""",790,"""Fewer than half""",1054,false
13,"""coamin""","""11""","""89""","""mucond""",1187,"""Most""",1071,true
13,"""dorder""","""72""","""28""","""coggon""",4044,"""Most""",931,false
13,"""ingell""","""52""","""48""","""nalill""",748,"""Fewer than half""",1082,true
13,"""coppar""","""85""","""15""","""hunene""",696,"""More than half""",1305,false
13,"""shamer""","""12""","""88""","""bloifs""",642,"""Most""",768,true
13,"""fleeve""","""79""","""21""","""scalfs""",1081,"""Few""",814,true
13,"""pengyl""","""2""","""98""","""sedest""",570,"""Many""",894,true
13,"""ancits""","""69""","""31""","""smeath""",690,"""Many""",1063,false
13,"""kustle""","""2""","""98""","""reshix""",692,"""More than half""",1505,true
13,"""russer""","""44""","""56""","""huttle""",1168,"""Few""",887,false
13,"""bemble""","""64""","""36""","""squank""",598,"""Fewer than half""",1142,true
13,"""cosutz""","""14""","""86""","""spover""",1009,"""More than half""",1790,true
13,"""jallem""","""69""","""31""","""sildal""",710,"""Fewer than half""",2327,true
13,"""mecket""","""36""","""64""","""plumry""",620,"""Most""",829,true
13,"""pirter""","""69""","""31""","""secent""",598,"""Fewer than half""",806,true
13,"""werner""","""3""","""97""","""hurmer""",703,"""Fewer than half""",1417,false
13,"""chadop""","""24""","""76""","""shaple""",584,"""Few""",1791,false
13,"""shurry""","""11""","""89""","""preser""",542,"""Fewer than half""",735,false
13,"""jallem""","""81""","""19""","""sildal""",574,"""Most""",888,false
13,"""gukbar""","""12""","""88""","""soarse""",784,"""Many""",954,true
13,"""isbant""","""87""","""13""","""unairs""",793,"""Many""",1366,false
13,"""shrile""","""43""","""57""","""athoid""",605,"""Few""",998,false
13,"""pliper""","""99""","""1""","""sesare""",439,"""Few""",1121,false
13,"""chevel""","""54""","""46""","""podden""",770,"""Few""",2737,false
13,"""devole""","""19""","""81""","""sholly""",565,"""Many""",857,true
13,"""monter""","""7""","""93""","""melelt""",458,"""More than half""",855,true
13,"""birler""","""59""","""41""","""enciad""",592,"""Most""",1335,false
13,"""menner""","""69""","""31""","""nandow""",643,"""Fewer than half""",1164,true
13,"""strant""","""8""","""92""","""potind""",548,"""Many""",952,true
13,"""mecket""","""34""","""66""","""plumry""",559,"""Few""",960,false
13,"""tiklet""","""11""","""89""","""hullaw""",551,"""Most""",904,true
13,"""shamer""","""62""","""38""","""bloifs""",1427,"""Few""",914,true
13,"""gukbar""","""11""","""89""","""soarse""",587,"""More than half""",1054,true
13,"""coppar""","""85""","""15""","""hunene""",1364,"""Fewer than half""",881,true
13,"""strant""","""4""","""96""","""potind""",527,"""More than half""",2368,true
13,"""sporer""","""65""","""35""","""firtly""",714,"""Many""",813,false
13,"""isbant""","""77""","""23""","""unairs""",780,"""Few""",873,true
13,"""fleeve""","""3""","""97""","""scalfs""",565,"""More than half""",1385,true
13,"""raster""","""66""","""34""","""movell""",1211,"""Most""",879,false
13,"""menner""","""60""","""40""","""nandow""",1093,"""Few""",2203,false
13,"""devole""","""71""","""29""","""sholly""",755,"""Fewer than half""",954,true
13,"""cosutz""","""11""","""89""","""spover""",623,"""Fewer than half""",1820,false
13,"""chulks""","""12""","""88""","""vulhor""",582,"""Many""",859,true
14,"""glerb""",80,20,"""fizzda""",5146,"""All""",3031,false
14,"""thonk""",18,82,"""krangly""",4936,"""Some""",1790,true
14,"""slarm""",89,11,"""briddle""",2256,"""None""",3480,false
14,"""klong""",38,62,"""nooty""",2222,"""All""",76,false
14,"""dring""",72,28,"""larfy""",1886,"""None""",878,false
14,"""floom""",8,92,"""plerful""",1610,"""Some""",1088,true
14,"""blek""",46,54,"""orkital""",1584,"""None""",382,false
14,"""tenk""",97,3,"""glurgy""",2281,"""All""",68,false
14,"""beckel""","""72""","""28""","""racual""",2332,"""Few""",85,true
14,"""bameta""","""99""","""1""","""unzast""",1747,"""More than half""",1222,false
14,"""fleeve""","""21""","""79""","""scalfs""",1265,"""Fewer than half""",1203,false
14,"""coppar""","""92""","""8""","""hunene""",3714,"""Few""",2764,true
14,"""werner""","""37""","""63""","""hurmer""",2011,"""Most""",1036,true
14,"""shrile""","""7""","""93""","""athoid""",1381,"""Most""",918,true
14,"""shamer""","""58""","""42""","""bloifs""",1869,"""Few""",1118,true
14,"""shurry""","""67""","""33""","""preser""",1228,"""Few""",1038,true
14,"""sporer""","""62""","""38""","""firtly""",1500,"""More than half""",928,false
14,"""shrile""","""12""","""88""","""athoid""",1434,"""Fewer than half""",1299,false
14,"""chulks""","""81""","""19""","""vulhor""",2363,"""Few""",1513,true
14,"""tecker""","""57""","""43""","""biller""",3670,"""Few""",1080,true
14,"""jallem""","""92""","""8""","""sildal""",4890,"""Fewer than half""",1392,true
14,"""chadop""","""16""","""84""","""shaple""",2964,"""More than half""",1942,true
14,"""puctor""","""54""","""46""","""recure""",2782,"""Few""",2801,true
14,"""coamin""","""52""","""48""","""mucond""",4018,"""Few""",1994,true
14,"""padnet""","""60""","""40""","""fanely""",1140,"""Most""",835,false
14,"""puggle""","""14""","""86""","""entand""",2579,"""Most""",992,true
14,"""chulks""","""35""","""65""","""vulhor""",4025,"""Most""",1376,true
14,"""zetten""","""35""","""65""","""unfobs""",1094,"""More than half""",2822,true
14,"""chulks""","""26""","""74""","""vulhor""",832,"""Many""",1148,true
14,"""fleeve""","""29""","""71""","""scalfs""",1004,"""Many""",1139,true
14,"""shamer""","""48""","""52""","""bloifs""",1071,"""More than half""",1101,true
14,"""tiklet""","""34""","""66""","""hullaw""",1633,"""Fewer than half""",1381,false
14,"""jallem""","""65""","""35""","""sildal""",2613,"""Many""",1380,false
14,"""boddle""","""88""","""12""","""molill""",1304,"""More than half""",1211,false
14,"""pluset""","""70""","""30""","""stubad""",1504,"""Many""",1473,false
14,"""pluset""","""55""","""45""","""stubad""",880,"""Most""",1028,false
14,"""beckel""","""49""","""51""","""racual""",1961,"""Most""",1007,true
14,"""cather""","""63""","""37""","""funder""",766,"""Fewer than half""",974,true
14,"""bemble""","""99""","""1""","""squank""",1172,"""Few""",1106,true
14,"""monter""","""21""","""79""","""melelt""",1492,"""Most""",1013,true
14,"""raster""","""41""","""59""","""movell""",1166,"""Many""",913,true
14,"""dorder""","""61""","""39""","""coggon""",1126,"""Most""",1145,false
14,"""kustle""","""41""","""59""","""reshix""",1101,"""Fewer than half""",1771,false
14,"""schook""","""34""","""66""","""jabant""",1307,"""Fewer than half""",1223,false
14,"""birler""","""63""","""37""","""enciad""",2201,"""More than half""",1397,false
14,"""ingell""","""83""","""17""","""nalill""",1650,"""Many""",1233,false
14,"""coamin""","""8""","""92""","""mucond""",1518,"""More than half""",1377,true
14,"""clidge""","""15""","""85""","""hensly""",1120,"""Few""",3133,false
14,"""beckel""","""26""","""74""","""racual""",764,"""Many""",1151,true
14,"""clidge""","""5""","""95""","""hensly""",780,"""Fewer than half""",1007,false
14,"""jallem""","""79""","""21""","""sildal""",818,"""More than half""",905,false
14,"""dorder""","""94""","""6""","""coggon""",1198,"""Fewer than half""",1182,true
14,"""bameta""","""29""","""71""","""unzast""",992,"""Many""",938,true
14,"""isbant""","""94""","""6""","""unairs""",772,"""Most""",911,false
14,"""chevel""","""52""","""48""","""podden""",1821,"""Fewer than half""",1067,true
14,"""chadop""","""98""","""2""","""shaple""",996,"""Few""",1241,true
14,"""cosutz""","""32""","""68""","""spover""",900,"""Fewer than half""",1981,false
14,"""schook""","""36""","""64""","""jabant""",931,"""Many""",1014,true
14,"""isbant""","""17""","""83""","""unairs""",961,"""Many""",926,true
14,"""padnet""","""86""","""14""","""fanely""",875,"""Fewer than half""",1030,true
14,"""werner""","""28""","""72""","""hurmer""",858,"""More than half""",988,false
14,"""coppar""","""91""","""9""","""hunene""",790,"""Most""",843,false
14,"""zetten""","""12""","""88""","""unfobs""",941,"""Many""",1299,true
14,"""shrile""","""21""","""79""","""athoid""",928,"""More than half""",978,true
14,"""middor""","""49""","""51""","""drooty""",1080,"""Most""",1043,true
14,"""pengyl""","""61""","""39""","""sedest""",1858,"""Many""",870,true
14,"""spunge""","""90""","""10""","""wenple""",783,"""Many""",757,false
14,"""sporer""","""58""","""42""","""firtly""",1751,"""Few""",929,true
14,"""raster""","""79""","""21""","""movell""",1005,"""Most""",776,false
14,"""cather""","""72""","""28""","""funder""",2707,"""Most""",118,false
14,"""monter""","""3""","""97""","""melelt""",1547,"""More than half""",896,true
14,"""bameta""","""74""","""26""","""unzast""",1545,"""Fewer than half""",910,true
14,"""spunge""","""14""","""86""","""wenple""",1288,"""Most""",878,true
14,"""awplor""","""86""","""14""","""fasees""",689,"""More than half""",1130,false
14,"""shamer""","""12""","""88""","""bloifs""",793,"""Fewer than half""",1071,false
14,"""dorder""","""61""","""39""","""coggon""",1044,"""More than half""",1021,false
14,"""strant""","""80""","""20""","""potind""",1714,"""Many""",1302,false
14,"""pobbit""","""90""","""10""","""spippy""",1041,"""More than half""",1252,false
14,"""tiklet""","""39""","""61""","""hullaw""",1060,"""Many""",1157,true
14,"""birler""","""10""","""90""","""enciad""",938,"""Many""",1259,true
14,"""ancits""","""14""","""86""","""smeath""",872,"""Fewer than half""",895,false
14,"""devole""","""70""","""30""","""sholly""",850,"""Few""",1449,true
