workerid,A,B,read_time_two_and_decision,percent,nondecision_time,quant,read_time_one,response
1,"""coppar""","""hunene""",93,2,843,"""More than half""",524,"""False"""
1,"""boddle""","""molill""",65,83,918,"""Fewer than half""",936,"""False"""
1,"""devole""","""sholly""",93,45,802,"""Few""",500,"""True"""
1,"""birler""","""enciad""",86,71,1520,"""Fewer than half""",126,"""False"""
1,"""awplor""","""fasees""",31,98,811,"""Fewer than half""",602,"""False"""
1,"""hadder""","""ollidy""",85,11,1599,"""Many""",696,"""False"""
1,"""sporer""","""firtly""",60,56,762,"""More than half""",531,"""True"""
1,"""raster""","""movell""",78,45,694,"""Fewer than half""",700,"""True"""
1,"""strant""","""potind""",60,85,542,"""Many""",567,"""True"""
1,"""chadop""","""shaple""",80,45,773,"""More than half""",1070,"""False"""
1,"""raster""","""movell""",72,20,1132,"""Most""",2295,"""False"""
1,"""bameta""","""unzast""",60,3,690,"""Most""",612,"""False"""
1,"""birler""","""enciad""",101,46,1202,"""Few""",469,"""False"""
1,"""padnet""","""fanely""",61,92,611,"""Most""",533,"""True"""
1,"""ingell""","""nalill""",80,30,752,"""Few""",530,"""True"""
1,"""hadder""","""ollidy""",92,20,453,"""Most""",504,"""False"""
1,"""bemble""","""squank""",106,26,695,"""Few""",549,"""True"""
1,"""clidge""","""hensly""",87,68,516,"""More than half""",644,"""True"""
1,"""tiklet""","""hullaw""",105,92,514,"""More than half""",631,"""True"""
1,"""ancits""","""smeath""",92,54,608,"""Fewer than half""",511,"""False"""
1,"""shurry""","""preser""",95,44,494,"""Many""",494,"""False"""
1,"""beckel""","""racual""",95,19,458,"""Most""",509,"""False"""
1,"""raster""","""movell""",158,14,1523,"""More than half""",602,"""False"""
1,"""shrile""","""athoid""",136,10,407,"""Many""",531,"""False"""
1,"""fleeve""","""scalfs""",74,83,1549,"""Few""",472,"""False"""
1,"""coppar""","""hunene""",879,70,237,"""Fewer than half""",657,"""False"""
1,"""pluset""","""stubad""",879,67,239,"""More than half""",657,"""False"""
1,"""kustle""","""reshix""",94,75,402,"""Many""",482,"""True"""
1,"""ingell""","""nalill""",51,53,495,"""Many""",403,"""True"""
1,"""jallem""","""sildal""",80,84,486,"""More than half""",555,"""True"""
1,"""tecker""","""biller""",70,98,377,"""More than half""",564,"""True"""
1,"""tiklet""","""hullaw""",79,9,585,"""Most""",355,"""False"""
1,"""boddle""","""molill""",113,17,466,"""Few""",373,"""False"""
1,"""dorder""","""coggon""",1266,24,1349,"""More than half""",139,"""False"""
1,"""pobbit""","""spippy""",92,58,595,"""Fewer than half""",761,"""False"""
1,"""strant""","""potind""",75,58,570,"""More than half""",443,"""True"""
1,"""kustle""","""reshix""",61,51,467,"""More than half""",555,"""True"""
1,"""schook""","""jabant""",100,97,571,"""Few""",573,"""False"""
1,"""birler""","""enciad""",68,53,451,"""Most""",469,"""True"""
1,"""pluset""","""stubad""",46,55,605,"""Fewer than half""",614,"""False"""
1,"""umpond""","""marire""",57,44,993,"""Fewer than half""",631,"""True"""
1,"""pliper""","""sesare""",50,28,865,"""Fewer than half""",1054,"""True"""
1,"""puggle""","""entand""",79,13,690,"""Many""",615,"""False"""
1,"""russer""","""huttle""",58,63,595,"""Few""",454,"""False"""
1,"""fleeve""","""scalfs""",62,20,537,"""Most""",450,"""False"""
1,"""monter""","""melelt""",71,59,587,"""Most""",435,"""True"""
1,"""pobbit""","""spippy""",73,85,601,"""Few""",437,"""False"""
1,"""gukbar""","""soarse""",83,48,566,"""Many""",417,"""False"""
1,"""coamin""","""mucond""",80,85,601,"""More than half""",802,"""True"""
1,"""russer""","""huttle""",93,81,698,"""Fewer than half""",466,"""False"""
1,"""chulks""","""vulhor""",79,16,1075,"""Most""",563,"""False"""
1,"""russer""","""huttle""",80,63,519,"""Many""",595,"""True"""
1,"""ancits""","""smeath""",73,39,631,"""Most""",427,"""False"""
1,"""cather""","""funder""",848,81,925,"""Many""",151,"""False"""
1,"""shamer""","""bloifs""",82,79,520,"""More than half""",753,"""True"""
1,"""cather""","""funder""",53,62,440,"""Most""",596,"""True"""
1,"""pengyl""","""sedest""",50,14,530,"""More than half""",483,"""False"""
1,"""spunge""","""wenple""",69,62,470,"""Most""",563,"""True"""
1,"""bameta""","""unzast""",65,80,631,"""Few""",434,"""False"""
1,"""pirter""","""secent""",165,45,1168,"""Few""",486,"""False"""
1,"""strant""","""potind""",78,76,638,"""Few""",487,"""False"""
1,"""mecket""","""plumry""",60,47,1146,"""Most""",525,"""False"""
1,"""pluset""","""stubad""",81,1,598,"""Many""",1540,"""False"""
1,"""pliper""","""sesare""",50,61,537,"""Few""",478,"""False"""
1,"""ancits""","""smeath""",56,38,691,"""Few""",432,"""False"""
1,"""isbant""","""unairs""",43,78,661,"""Few""",772,"""False"""
1,"""kustle""","""reshix""",82,62,415,"""Most""",485,"""True"""
1,"""shurry""","""preser""",81,34,785,"""Few""",439,"""True"""
1,"""padnet""","""fanely""",994,24,118,"""Many""",496,"""False"""
1,"""puctor""","""recure""",93,14,479,"""More than half""",506,"""False"""
1,"""ingell""","""nalill""",90,10,560,"""More than half""",401,"""False"""
1,"""menner""","""nandow""",70,30,584,"""More than half""",588,"""False"""
1,"""sporer""","""firtly""",93,14,653,"""Few""",537,"""True"""
1,"""cosutz""","""spover""",79,46,1002,"""Fewer than half""",583,"""True"""
1,"""bameta""","""unzast""",87,31,510,"""Fewer than half""",554,"""True"""
1,"""clidge""","""hensly""",85,46,1442,"""Many""",478,"""False"""
1,"""chevel""","""podden""",155,47,526,"""More than half""",247,"""False"""
1,"""chevel""","""podden""",92,95,587,"""Most""",500,"""True"""
1,"""raster""","""movell""",47,64,454,"""Many""",449,"""True"""
1,"""bemble""","""squank""",84,76,433,"""Most""",338,"""True"""
1,"""monter""","""melelt""",70,16,579,"""More than half""",325,"""False"""
1,"""schook""","""jabant""",90,67,660,"""More than half""",395,"""True"""
1,"""menner""","""nandow""",83,83,707,"""Few""",389,"""False"""
1,"""puctor""","""recure""",70,44,860,"""Many""",406,"""False"""
1,"""coamin""","""mucond""",93,89,528,"""Few""",428,"""False"""
1,"""chadop""","""shaple""",96,58,502,"""Most""",328,"""True"""
1,"""sporer""","""firtly""",86,36,603,"""Many""",340,"""False"""
1,"""menner""","""nandow""",108,65,445,"""Most""",335,"""True"""
1,"""middor""","""drooty""",99,31,790,"""Fewer than half""",373,"""True"""
1,"""chevel""","""podden""",84,79,687,"""Fewer than half""",307,"""False"""
1,"""raster""","""movell""",409,12,412,"""Few""",123,"""True"""
1,"""puggle""","""entand""",86,29,464,"""Most""",296,"""False"""
1,"""bemble""","""squank""",92,72,466,"""More than half""",331,"""True"""
1,"""clidge""","""hensly""",89,55,608,"""Few""",339,"""False"""
1,"""hadder""","""ollidy""",72,84,683,"""Fewer than half""",467,"""False"""
1,"""coamin""","""mucond""",64,15,493,"""Most""",664,"""False"""
1,"""zetten""","""unfobs""",101,52,467,"""Few""",279,"""False"""
1,"""coamin""","""mucond""",94,26,399,"""Many""",356,"""False"""
1,"""boddle""","""molill""",104,15,446,"""Most""",294,"""False"""
1,"""umpond""","""marire""",154,89,437,"""Most""",252,"""True"""
1,"""cosutz""","""spover""",96,1,433,"""Many""",290,"""False"""
1,"""jallem""","""sildal""",138,19,619,"""Few""",138,"""True"""
1,"""mecket""","""plumry""",79,8,462,"""Few""",291,"""True"""
1,"""pirter""","""secent""",241,11,408,"""Many""",98,"""False"""
1,"""schook""","""jabant""",92,23,529,"""Most""",374,"""False"""
1,"""isbant""","""unairs""",79,52,413,"""More than half""",312,"""True"""
1,"""devole""","""sholly""",76,66,443,"""Most""",320,"""True"""
1,"""middor""","""drooty""",95,19,457,"""More than half""",306,"""False"""
1,"""shurry""","""preser""",115,68,821,"""Fewer than half""",274,"""False"""
1,"""coppar""","""hunene""",114,51,424,"""Most""",401,"""True"""
1,"""gukbar""","""soarse""",81,75,501,"""Few""",332,"""False"""
1,"""pobbit""","""spippy""",99,64,376,"""Most""",270,"""True"""
1,"""tiklet""","""hullaw""",94,61,543,"""Fewer than half""",382,"""False"""
1,"""shamer""","""bloifs""",82,98,372,"""Most""",310,"""True"""
1,"""tiklet""","""hullaw""",71,81,427,"""Few""",364,"""False"""
1,"""umpond""","""marire""",73,70,458,"""Many""",344,"""True"""
1,"""fleeve""","""scalfs""",73,37,497,"""More than half""",338,"""False"""
1,"""puggle""","""entand""",86,62,380,"""More than half""",329,"""True"""
1,"""hadder""","""ollidy""",71,16,387,"""Few""",339,"""False"""
1,"""puctor""","""recure""",61,65,615,"""Fewer than half""",96,"""False"""
1,"""awplor""","""fasees""",47,3,873,"""Few""",71,"""True"""
1,"""middor""","""drooty""",72,56,547,"""Many""",335,"""True"""
2,"""glerb""","""fizzda""",5826,20,158,"""All""",4740,"""True"""
2,"""thonk""","""krangly""",5277,82,137,"""Some""",2248,"""True"""
2,"""slarm""","""briddle""",2416,11,174,"""None""",3544,"""False"""
2,"""klong""","""nooty""",4400,62,102,"""All""",3624,"""False"""
2,"""bameta""","""unzast""",5376,72,844,"""Most""",4234,"""True"""
2,"""dorder""","""coggon""",5547,26,82,"""Many""",3655,"""False"""
2,"""bemble""","""squank""",2824,18,114,"""Few""",2071,"""True"""
2,"""kustle""","""reshix""",1484,14,186,"""More than half""",4234,"""True"""
2,"""mecket""","""plumry""",2849,19,159,"""Fewer than half""",2460,"""True"""
2,"""monter""","""melelt""",2849,73,160,"""Few""",2460,"""True"""
2,"""shamer""","""bloifs""",1981,87,168,"""Few""",3396,"""False"""
2,"""raster""","""movell""",1842,61,95,"""Most""",2476,"""False"""
2,"""pirter""","""secent""",4018,41,107,"""Most""",1320,"""False"""
2,"""shrile""","""athoid""",2628,49,65,"""Fewer than half""",3658,"""True"""
2,"""strant""","""potind""",3484,93,1470,"""More than half""",3931,"""True"""
2,"""puggle""","""entand""",3484,77,1472,"""More than half""",3931,"""True"""
2,"""sporer""","""firtly""",40,11,2843,"""More than half""",2392,"""False"""
2,"""fleeve""","""scalfs""",4266,87,176,"""Fewer than half""",3032,"""False"""
2,"""coamin""","""mucond""",2133,28,370,"""Many""",3373,"""False"""
2,"""cosutz""","""spover""",2440,48,239,"""Fewer than half""",1815,"""True"""
2,"""spunge""","""wenple""",1784,29,114,"""Fewer than half""",1456,"""True"""
2,"""cather""","""funder""",4632,61,160,"""Many""",1112,"""True"""
2,"""hadder""","""ollidy""",1251,11,83,"""Few""",2061,"""True"""
2,"""coppar""","""hunene""",1456,24,100,"""Many""",1796,"""False"""
2,"""boddle""","""molill""",2281,70,107,"""Fewer than half""",3241,"""False"""
2,"""coppar""","""hunene""",1957,81,78,"""Few""",1676,"""False"""
2,"""shrile""","""athoid""",1765,42,155,"""Few""",2919,"""False"""
2,"""cosutz""","""spover""",2551,58,155,"""Most""",1587,"""True"""
2,"""shurry""","""preser""",2312,51,85,"""More than half""",2137,"""True"""
2,"""bameta""","""unzast""",88,76,3580,"""More than half""",1026,"""True"""
2,"""tiklet""","""hullaw""",3353,75,130,"""More than half""",1788,"""True"""
2,"""sporer""","""firtly""",1593,42,163,"""Few""",980,"""False"""
2,"""hadder""","""ollidy""",1212,18,99,"""More than half""",944,"""False"""
2,"""puggle""","""entand""",1199,15,107,"""Few""",1009,"""True"""
2,"""awplor""","""fasees""",1603,19,180,"""Many""",1000,"""False"""
2,"""padnet""","""fanely""",1892,34,79,"""Most""",649,"""False"""
2,"""puggle""","""entand""",2637,85,156,"""Many""",1497,"""True"""
2,"""clidge""","""hensly""",1861,80,56,"""Most""",820,"""True"""
2,"""cather""","""funder""",1373,40,87,"""Few""",4054,"""False"""
2,"""isbant""","""unairs""",1140,2,123,"""Few""",1089,"""True"""
2,"""pliper""","""sesare""",1061,25,138,"""More than half""",1256,"""False"""
2,"""beckel""","""racual""",1223,73,130,"""More than half""",868,"""True"""
2,"""awplor""","""fasees""",1088,11,67,"""Few""",895,"""True"""
2,"""ingell""","""nalill""",949,6,89,"""Most""",749,"""False"""
2,"""fleeve""","""scalfs""",2859,2,50,"""Most""",549,"""False"""
2,"""spunge""","""wenple""",825,83,53,"""More than half""",1104,"""True"""
2,"""shrile""","""athoid""",748,81,103,"""More than half""",731,"""True"""
2,"""chadop""","""shaple""",780,43,169,"""More than half""",583,"""False"""
2,"""bemble""","""squank""",957,84,100,"""Fewer than half""",776,"""False"""
2,"""chevel""","""podden""",1013,66,36,"""Many""",993,"""True"""
2,"""raster""","""movell""",948,68,28,"""Few""",1099,"""False"""
2,"""puggle""","""entand""",858,30,27,"""Most""",785,"""False"""
2,"""mecket""","""plumry""",747,47,50,"""Few""",2132,"""False"""
2,"""puctor""","""recure""",817,71,63,"""Fewer than half""",773,"""False"""
2,"""chulks""","""vulhor""",882,11,38,"""More than half""",860,"""False"""
2,"""coppar""","""hunene""",1062,28,46,"""Most""",3281,"""False"""
2,"""chevel""","""podden""",743,25,35,"""Few""",801,"""True"""
2,"""tecker""","""biller""",703,68,79,"""Fewer than half""",944,"""False"""
2,"""russer""","""huttle""",2028,22,116,"""Few""",804,"""True"""
2,"""middor""","""drooty""",759,62,48,"""Fewer than half""",1272,"""False"""
2,"""umpond""","""marire""",4976,7,25,"""Fewer than half""",1663,"""True"""
2,"""fleeve""","""scalfs""",748,12,110,"""Few""",779,"""True"""
2,"""dorder""","""coggon""",585,61,113,"""Few""",735,"""False"""
2,"""pliper""","""sesare""",613,97,108,"""Few""",733,"""False"""
2,"""devole""","""sholly""",1841,98,154,"""Most""",698,"""True"""
2,"""pluset""","""stubad""",3389,96,7,"""Many""",704,"""True"""
2,"""chadop""","""shaple""",1551,25,46,"""Fewer than half""",3571,"""True"""
2,"""shurry""","""preser""",1277,33,24,"""Few""",761,"""False"""
2,"""shamer""","""bloifs""",1235,41,72,"""Most""",630,"""False"""
2,"""boddle""","""molill""",779,85,35,"""Few""",633,"""False"""
2,"""schook""","""jabant""",1512,17,87,"""Many""",597,"""False"""
2,"""shrile""","""athoid""",985,81,365,"""Many""",1013,"""True"""
2,"""pluset""","""stubad""",1552,47,62,"""Few""",688,"""False"""
2,"""awplor""","""fasees""",746,26,34,"""More than half""",687,"""False"""
2,"""padnet""","""fanely""",843,64,30,"""Few""",1059,"""False"""
2,"""cosutz""","""spover""",668,84,75,"""More than half""",679,"""True"""
2,"""werner""","""hurmer""",722,41,96,"""Few""",548,"""False"""
2,"""bemble""","""squank""",1881,67,34,"""Most""",328,"""True"""
2,"""pengyl""","""sedest""",767,45,76,"""More than half""",800,"""False"""
2,"""clidge""","""hensly""",5661,44,11,"""Many""",920,"""False"""
2,"""middor""","""drooty""",2054,52,94,"""Many""",619,"""True"""
2,"""menner""","""nandow""",1339,73,104,"""More than half""",839,"""True"""
2,"""pirter""","""secent""",1152,25,78,"""Many""",587,"""False"""
2,"""shamer""","""bloifs""",1148,98,62,"""Many""",753,"""True"""
2,"""umpond""","""marire""",1025,33,54,"""Many""",621,"""False"""
2,"""menner""","""nandow""",764,97,75,"""Few""",591,"""False"""
2,"""birler""","""enciad""",676,93,86,"""Most""",644,"""True"""
2,"""hadder""","""ollidy""",1673,28,74,"""Fewer than half""",2059,"""True"""
2,"""chulks""","""vulhor""",679,23,108,"""Few""",621,"""True"""
2,"""shamer""","""bloifs""",679,31,109,"""Fewer than half""",621,"""True"""
2,"""pobbit""","""spippy""",696,75,54,"""Fewer than half""",660,"""False"""
2,"""puctor""","""recure""",751,79,121,"""More than half""",548,"""True"""
2,"""gukbar""","""soarse""",727,54,33,"""Fewer than half""",704,"""False"""
2,"""middor""","""drooty""",1540,34,32,"""Few""",595,"""False"""
2,"""puggle""","""entand""",1700,91,23,"""Fewer than half""",785,"""False"""
2,"""chadop""","""shaple""",1189,86,26,"""Many""",660,"""True"""
2,"""chulks""","""vulhor""",1061,74,146,"""Many""",727,"""True"""
2,"""monter""","""melelt""",793,4,20,"""Many""",593,"""False"""
2,"""pluset""","""stubad""",629,11,17,"""More than half""",640,"""False"""
2,"""zetten""","""unfobs""",1104,35,32,"""Few""",864,"""False"""
2,"""pliper""","""sesare""",718,11,54,"""Most""",612,"""False"""
2,"""isbant""","""unairs""",672,34,58,"""Many""",588,"""False"""
2,"""pobbit""","""spippy""",728,67,97,"""Many""",712,"""True"""
2,"""chevel""","""podden""",738,41,84,"""Fewer than half""",711,"""True"""
2,"""fleeve""","""scalfs""",700,25,31,"""Many""",619,"""False"""
2,"""shurry""","""preser""",663,21,89,"""Many""",617,"""False"""
2,"""mecket""","""plumry""",859,28,40,"""Many""",568,"""False"""
2,"""menner""","""nandow""",651,43,77,"""Fewer than half""",704,"""True"""
2,"""schook""","""jabant""",673,91,43,"""Fewer than half""",860,"""False"""
2,"""puctor""","""recure""",1676,53,34,"""Most""",916,"""True"""
2,"""schook""","""jabant""",676,85,51,"""Few""",1008,"""False"""
2,"""clidge""","""hensly""",1541,90,18,"""Few""",1436,"""False"""
2,"""pobbit""","""spippy""",1541,48,20,"""Most""",1436,"""False"""
2,"""monter""","""melelt""",748,63,24,"""Fewer than half""",647,"""False"""
2,"""gukbar""","""soarse""",843,78,85,"""Many""",1204,"""True"""
2,"""kustle""","""reshix""",648,72,23,"""Fewer than half""",2310,"""False"""
2,"""bameta""","""unzast""",726,21,99,"""Few""",1908,"""True"""
2,"""russer""","""huttle""",726,92,100,"""Fewer than half""",1908,"""True"""
2,"""padnet""","""fanely""",4521,58,751,"""Fewer than half""",704,"""False"""
2,"""coppar""","""hunene""",4521,3,752,"""More than half""",704,"""False"""
2,"""tiklet""","""hullaw""",2070,35,16,"""Few""",732,"""False"""
2,"""werner""","""hurmer""",1216,31,59,"""Most""",2893,"""False"""
2,"""russer""","""huttle""",512,92,63,"""Most""",648,"""True"""
2,"""chulks""","""vulhor""",620,17,29,"""Most""",373,"""False"""
2,"""pliper""","""sesare""",640,90,35,"""Many""",475,"""True"""
2,"""ingell""","""nalill""",844,60,22,"""Few""",440,"""False"""
2,"""jallem""","""sildal""",843,37,104,"""More than half""",662,"""False"""
2,"""pluset""","""stubad""",682,4,35,"""Fewer than half""",636,"""True"""
2,"""isbant""","""unairs""",2421,37,189,"""More than half""",734,"""False"""
2,"""chevel""","""podden""",2421,79,190,"""Most""",734,"""False"""
2,"""padnet""","""fanely""",800,52,64,"""More than half""",853,"""True"""
2,"""ingell""","""nalill""",654,33,24,"""More than half""",628,"""False"""
2,"""tecker""","""biller""",957,41,36,"""Few""",532,"""False"""
2,"""beckel""","""racual""",2008,90,43,"""Fewer than half""",555,"""False"""
2,"""devole""","""sholly""",1333,6,37,"""More than half""",825,"""False"""
2,"""beckel""","""racual""",949,79,72,"""Few""",559,"""False"""
2,"""shamer""","""bloifs""",645,6,34,"""More than half""",492,"""False"""
2,"""strant""","""potind""",580,73,97,"""Many""",732,"""True"""
2,"""awplor""","""fasees""",600,38,48,"""Most""",417,"""False"""
2,"""middor""","""drooty""",1264,68,53,"""Most""",588,"""True"""
2,"""tiklet""","""hullaw""",581,10,87,"""Most""",456,"""False"""
2,"""jallem""","""sildal""",635,27,60,"""Few""",444,"""True"""
2,"""umpond""","""marire""",604,24,151,"""More than half""",656,"""False"""
2,"""ancits""","""smeath""",632,40,132,"""Most""",548,"""False"""
2,"""coamin""","""mucond""",622,84,35,"""Fewer than half""",625,"""False"""
2,"""coamin""","""mucond""",1137,33,16,"""Few""",742,"""False"""
2,"""cather""","""funder""",681,25,65,"""Fewer than half""",600,"""True"""
2,"""menner""","""nandow""",1733,51,81,"""Many""",633,"""True"""
2,"""coppar""","""hunene""",762,26,76,"""Fewer than half""",495,"""True"""
2,"""clidge""","""hensly""",691,51,32,"""More than half""",672,"""False"""
2,"""shrile""","""athoid""",1312,18,48,"""Most""",2289,"""False"""
2,"""gukbar""","""soarse""",2356,63,24,"""Most""",644,"""True"""
2,"""werner""","""hurmer""",1184,22,60,"""Fewer than half""",673,"""True"""
2,"""tecker""","""biller""",2562,11,483,"""Many""",601,"""False"""
2,"""boddle""","""molill""",2562,78,484,"""Many""",601,"""False"""
2,"""chadop""","""shaple""",233,11,753,"""Few""",876,"""True"""
2,"""ingell""","""nalill""",1305,92,71,"""Many""",125,"""True"""
2,"""fleeve""","""scalfs""",649,2,155,"""More than half""",1132,"""False"""
2,"""shurry""","""preser""",785,12,31,"""Most""",567,"""False"""
2,"""ancits""","""smeath""",750,16,85,"""Many""",905,"""False"""
2,"""shurry""","""preser""",708,45,65,"""Fewer than half""",574,"""True"""
2,"""spunge""","""wenple""",1344,51,92,"""Most""",493,"""True"""
2,"""raster""","""movell""",684,64,90,"""Many""",668,"""True"""
2,"""pliper""","""sesare""",876,77,60,"""Fewer than half""",600,"""False"""
2,"""devole""","""sholly""",1357,45,82,"""Few""",6431,"""False"""
2,"""dorder""","""coggon""",6972,87,883,"""More than half""",703,"""True"""
2,"""hadder""","""ollidy""",1008,62,166,"""Many""",1525,"""True"""
2,"""padnet""","""fanely""",752,87,148,"""Many""",529,"""True"""
2,"""boddle""","""molill""",574,52,147,"""More than half""",419,"""True"""
2,"""spunge""","""wenple""",656,36,83,"""Many""",1476,"""False"""
2,"""gukbar""","""soarse""",629,14,479,"""More than half""",445,"""False"""
2,"""kustle""","""reshix""",684,17,122,"""Few""",1985,"""True"""
2,"""mecket""","""plumry""",693,14,56,"""More than half""",888,"""False"""
2,"""chulks""","""vulhor""",516,34,130,"""Fewer than half""",560,"""True"""
2,"""pobbit""","""spippy""",4179,63,96,"""Few""",2212,"""False"""
2,"""russer""","""huttle""",913,23,83,"""More than half""",512,"""False"""
2,"""puctor""","""recure""",631,34,1872,"""Few""",420,"""False"""
2,"""pirter""","""secent""",820,14,120,"""Fewer than half""",667,"""True"""
2,"""bameta""","""unzast""",1452,33,142,"""Many""",571,"""False"""
2,"""coamin""","""mucond""",1680,39,80,"""Most""",1040,"""False"""
2,"""pirter""","""secent""",664,60,136,"""More than half""",467,"""True"""
2,"""werner""","""hurmer""",597,73,97,"""More than half""",560,"""True"""
2,"""chadop""","""shaple""",888,39,109,"""Most""",548,"""False"""
2,"""zetten""","""unfobs""",661,4,100,"""Most""",557,"""False"""
2,"""monter""","""melelt""",816,24,40,"""Most""",605,"""False"""
2,"""hadder""","""ollidy""",5079,43,139,"""Most""",543,"""False"""
2,"""gukbar""","""soarse""",732,2,139,"""Few""",774,"""True"""
2,"""ancits""","""smeath""",732,26,139,"""Fewer than half""",774,"""True"""
2,"""russer""","""huttle""",2128,21,55,"""Many""",609,"""False"""
2,"""cather""","""funder""",968,14,110,"""More than half""",687,"""False"""
2,"""umpond""","""marire""",840,99,136,"""Most""",488,"""True"""
2,"""jallem""","""sildal""",669,54,120,"""Many""",618,"""True"""
2,"""birler""","""enciad""",686,87,133,"""Few""",624,"""False"""
2,"""kustle""","""reshix""",2149,49,79,"""Most""",539,"""True"""
2,"""raster""","""movell""",767,68,155,"""Fewer than half""",625,"""False"""
2,"""cosutz""","""spover""",1586,76,55,"""Few""",655,"""False"""
2,"""jallem""","""sildal""",2484,65,27,"""Fewer than half""",702,"""False"""
2,"""werner""","""hurmer""",1169,76,76,"""Many""",650,"""True"""
2,"""pirter""","""secent""",941,15,107,"""Few""",557,"""True"""
2,"""pobbit""","""spippy""",1008,60,141,"""More than half""",602,"""True"""
2,"""isbant""","""unairs""",1016,95,133,"""Most""",1440,"""True"""
2,"""ancits""","""smeath""",2285,80,71,"""Few""",612,"""False"""
2,"""pengyl""","""sedest""",1897,99,134,"""Fewer than half""",3296,"""False"""
2,"""cosutz""","""spover""",1036,42,139,"""Many""",1460,"""True"""
2,"""beckel""","""racual""",1036,38,139,"""Most""",1460,"""True"""
2,"""umpond""","""marire""",973,1,129,"""Few""",705,"""True"""
2,"""cather""","""funder""",937,33,59,"""Most""",528,"""False"""
2,"""pengyl""","""sedest""",1179,8,37,"""Most""",503,"""False"""
2,"""bameta""","""unzast""",1464,49,147,"""Fewer than half""",923,"""True"""
2,"""birler""","""enciad""",783,48,92,"""More than half""",584,"""False"""
2,"""strant""","""potind""",629,40,112,"""Few""",609,"""False"""
2,"""menner""","""nandow""",1128,55,25,"""Most""",493,"""True"""
2,"""pengyl""","""sedest""",548,87,75,"""Few""",522,"""False"""
2,"""devole""","""sholly""",932,25,54,"""Many""",476,"""False"""
2,"""ingell""","""nalill""",509,29,141,"""Fewer than half""",543,"""True"""
2,"""clidge""","""hensly""",548,34,120,"""Fewer than half""",440,"""True"""
2,"""birler""","""enciad""",2250,39,44,"""Many""",427,"""False"""
2,"""birler""","""enciad""",524,30,104,"""Fewer than half""",488,"""True"""
2,"""strant""","""potind""",802,74,71,"""Most""",528,"""True"""
2,"""pluset""","""stubad""",534,75,123,"""Most""",442,"""True"""
2,"""sporer""","""firtly""",1581,24,140,"""Many""",442,"""False"""
2,"""tiklet""","""hullaw""",2185,74,21,"""Fewer than half""",1612,"""False"""
2,"""ancits""","""smeath""",767,35,139,"""More than half""",432,"""False"""
2,"""middor""","""drooty""",620,30,68,"""More than half""",457,"""False"""
2,"""boddle""","""molill""",1690,53,95,"""Most""",516,"""True"""
2,"""strant""","""potind""",833,83,32,"""Fewer than half""",452,"""False"""
2,"""coamin""","""mucond""",591,92,61,"""More than half""",409,"""True"""
2,"""jallem""","""sildal""",752,1,53,"""Most""",428,"""False"""
2,"""raster""","""movell""",630,9,38,"""More than half""",440,"""False"""
2,"""bemble""","""squank""",1972,27,110,"""More than half""",412,"""False"""
2,"""devole""","""sholly""",1936,45,33,"""Fewer than half""",843,"""True"""
2,"""bemble""","""squank""",1624,36,36,"""Many""",425,"""True"""
2,"""zetten""","""unfobs""",1318,60,93,"""Many""",453,"""True"""
2,"""tecker""","""biller""",1353,79,57,"""Most""",558,"""True"""
2,"""dorder""","""coggon""",1353,79,57,"""Fewer than half""",558,"""True"""
2,"""mecket""","""plumry""",3135,37,30,"""Most""",612,"""False"""
2,"""isbant""","""unairs""",856,1,55,"""Fewer than half""",487,"""True"""
2,"""chevel""","""podden""",945,73,156,"""More than half""",841,"""True"""
2,"""schook""","""jabant""",5717,39,51,"""More than half""",440,"""False"""
2,"""pengyl""","""sedest""",764,78,104,"""Many""",424,"""True"""
2,"""awplor""","""fasees""",1236,23,97,"""Fewer than half""",411,"""True"""
2,"""sporer""","""firtly""",1176,44,31,"""Fewer than half""",471,"""True"""
2,"""puctor""","""recure""",1049,4,14,"""Many""",452,"""False"""
2,"""schook""","""jabant""",3023,32,568,"""Most""",479,"""False"""
2,"""monter""","""melelt""",3023,62,569,"""More than half""",479,"""False"""
2,"""spunge""","""wenple""",1129,53,163,"""Few""",449,"""False"""
2,"""kustle""","""reshix""",648,56,157,"""Many""",549,"""True"""
2,"""dorder""","""coggon""",631,12,80,"""Most""",361,"""False"""
2,"""beckel""","""racual""",526,84,121,"""Many""",380,"""True"""
2,"""zetten""","""unfobs""",664,19,120,"""More than half""",351,"""False"""
2,"""tecker""","""biller""",636,30,92,"""More than half""",296,"""False"""
2,"""tiklet""","""hullaw""",632,66,116,"""Many""",372,"""True"""
2,"""zetten""","""unfobs""",878,25,88,"""Fewer than half""",334,"""True"""
2,"""sporer""","""firtly""",972,52,107,"""Most""",382,"""True"""
3,"""glerb""","""fizzda""",10943,20,15087,"""All""",199,"""False"""
3,"""thonk""","""krangly""",10943,82,15092,"""Some""",199,"""False"""
3,"""slarm""","""briddle""",10943,11,15097,"""None""",199,"""False"""
3,"""klong""","""nooty""",168,62,2681,"""All""",1408,"""True"""
3,"""werner""","""hurmer""",168,48,4311,"""Most""",5396,"""True"""
3,"""shamer""","""bloifs""",185,39,3784,"""More than half""",5679,"""False"""
3,"""hadder""","""ollidy""",176,64,1680,"""Few""",2073,"""False"""
3,"""awplor""","""fasees""",161,98,5432,"""More than half""",2769,"""True"""
